2018-12-29 12:37:40:527 CN: new_year_set, uid:3s203p2768848, accumulative success, id:2
2018-12-29 12:37:53:798 CN: new_year_set, uid:3s203p2768848, accumulative success, id:5
2018-12-29 12:43:25:754 CN: new_year_set, uid:12s208p2744853, accumulative success, id:2
2018-12-29 12:46:47:124 CN: new_year_set, uid:2s206p2541687, accumulative success, id:2
2018-12-29 12:46:48:884 CN: new_year_set, uid:2s206p2541687, accumulative success, id:5
2018-12-29 12:53:36:573 CN: new_year_set, uid:9s207p2737283, accumulative success, id:2
2018-12-29 12:53:39:246 CN: new_year_set, uid:9s207p2737283, accumulative success, id:5
2018-12-29 13:08:16:663 CN: new_year_set, uid:16s208p3510528, accumulative success, id:2
2018-12-29 13:08:22:374 CN: new_year_set, uid:16s208p3510528, accumulative success, id:5
2018-12-29 13:23:39:827 CN: new_year_set, uid:18s201p2304039, accumulative success, id:2
2018-12-29 13:23:41:462 CN: new_year_set, uid:18s201p2304039, accumulative success, id:5
2018-12-29 13:37:21:653 CN: new_year_set, uid:41s206p2790964, accumulative success, id:2
2018-12-29 13:37:29:021 CN: new_year_set, uid:41s206p2790964, accumulative success, id:5
2018-12-29 13:42:23:194 CN: new_year_set, uid:12s208p2744853, accumulative success, id:5
2018-12-29 14:16:34:439 CN: new_year_set, uid:3s201p2652600, accumulative success, id:2
2018-12-29 14:17:10:676 CN: new_year_set, uid:3s201p2652600, accumulative success, id:5
2018-12-29 15:38:57:305 CN: new_year_set, uid:10s205p2726785, accumulative success, id:2
2018-12-29 15:38:58:880 CN: new_year_set, uid:10s205p2726785, accumulative success, id:5
2018-12-29 16:01:45:057 CN: new_year_set, uid:3s209p3158950, accumulative success, id:2
2018-12-29 16:01:58:873 CN: new_year_set, uid:47s202p2659703, accumulative success, id:2
2018-12-29 16:02:01:368 CN: new_year_set, uid:47s202p2659703, accumulative success, id:5
2018-12-29 16:38:59:497 CN: new_year_set, uid:10s204p2765838, accumulative success, id:2
2018-12-29 16:40:37:891 CN: new_year_set, uid:10s204p2765838, accumulative success, id:5
2018-12-29 17:04:59:226 CN: new_year_set, uid:12s202p2669871, accumulative success, id:2
2018-12-29 17:05:05:479 CN: new_year_set, uid:12s202p2669871, accumulative success, id:5
2018-12-29 17:09:37:017 CN: new_year_set, uid:3s209p2766044, accumulative success, id:2
2018-12-29 17:09:38:466 CN: new_year_set, uid:3s209p2766044, accumulative success, id:5
2018-12-29 18:22:39:161 CN: new_year_set, uid:5s201p2643887, accumulative success, id:2
2018-12-29 18:30:53:082 CN: new_year_set, uid:5s201p2643887, accumulative success, id:5
2018-12-29 19:06:20:475 CN: new_year_set, uid:5s210p2643304, accumulative success, id:2
2018-12-29 19:06:28:425 CN: new_year_set, uid:5s210p2643304, accumulative success, id:5
2018-12-29 19:40:03:441 CN: new_year_set, uid:4s202p24038358, accumulative success, id:2
2018-12-29 19:52:44:729 CN: new_year_set, uid:4s208p17902619, accumulative success, id:2
2018-12-29 19:52:57:769 CN: new_year_set, uid:4s208p17902619, accumulative success, id:5
2018-12-29 19:55:59:899 CN: new_year_set, uid:3s202p2665218, accumulative success, id:2
2018-12-29 19:56:01:297 CN: new_year_set, uid:3s202p2665218, accumulative success, id:5
2018-12-29 20:00:21:034 CN: new_year_set, uid:2s204p3664484, accumulative success, id:2
2018-12-29 20:09:08:441 CN: new_year_set, uid:3s201p2642151, accumulative success, id:2
