2018-12-29 12:12:22:955 CN: new_year_set, uid:56s1517p14782993, accumulative success, id:2
2018-12-29 12:12:28:325 CN: new_year_set, uid:56s1517p14782993, accumulative success, id:5
2018-12-29 12:53:18:716 CN: new_year_set, uid:16s1518p19069180, accumulative success, id:2
2018-12-29 12:53:21:921 CN: new_year_set, uid:16s1518p19069180, accumulative success, id:5
2018-12-29 12:58:53:716 CN: new_year_set, uid:16s1511p14281288, accumulative success, id:2
2018-12-29 12:58:55:766 CN: new_year_set, uid:16s1511p14281288, accumulative success, id:5
2018-12-29 13:09:39:294 CN: new_year_set, uid:0s1514p14766793, accumulative success, id:2
2018-12-29 13:12:42:866 CN: new_year_set, uid:56s1515p14771644, accumulative success, id:2
2018-12-29 13:12:47:113 CN: new_year_set, uid:56s1515p14771644, accumulative success, id:5
2018-12-29 13:38:05:865 CN: new_year_set, uid:47s1518p14795919, accumulative success, id:2
2018-12-29 13:38:07:567 CN: new_year_set, uid:47s1518p14795919, accumulative success, id:5
2018-12-29 15:25:44:210 CN: new_year_set, uid:56s1512p14815405, accumulative success, id:2
2018-12-29 15:25:46:870 CN: new_year_set, uid:56s1512p14815405, accumulative success, id:5
2018-12-29 16:08:48:954 CN: new_year_set, uid:12s1514p14785016, accumulative success, id:2
2018-12-29 16:09:10:626 CN: new_year_set, uid:12s1514p14785016, accumulative success, id:5
2018-12-29 16:39:44:360 CN: new_year_set, uid:3s1515p14817252, accumulative success, id:2
2018-12-29 16:39:48:633 CN: new_year_set, uid:3s1515p14817252, accumulative success, id:5
2018-12-29 18:05:27:671 CN: new_year_set, uid:16s1518p14797428, accumulative success, id:2
2018-12-29 18:05:29:386 CN: new_year_set, uid:16s1518p14797428, accumulative success, id:5
2018-12-29 20:22:45:578 CN: new_year_set, uid:5s1516p10758541, accumulative success, id:2
2018-12-29 20:22:51:207 CN: new_year_set, uid:5s1516p10758541, accumulative success, id:5
2018-12-29 21:48:25:872 CN: new_year_set, uid:56s1512p14747294, accumulative success, id:2
