2018-12-29 10:52:49:923 CN: new_year_set, uid:62s114p1158041, accumulative success, id:2
2018-12-29 11:05:23:637 CN: new_year_set, uid:62s114p1158041, accumulative success, id:5
2018-12-29 11:52:01:226 CN: new_year_set, uid:62s116p279381, accumulative success, id:2
2018-12-29 11:52:13:651 CN: new_year_set, uid:62s116p279381, accumulative success, id:5
2018-12-29 11:57:40:363 CN: new_year_set, uid:62s114p913995, accumulative success, id:2
2018-12-29 11:57:44:591 CN: new_year_set, uid:62s114p913995, accumulative success, id:5
2018-12-29 12:26:40:968 CN: new_year_set, uid:62s112p267486, accumulative success, id:2
2018-12-29 12:26:42:366 CN: new_year_set, uid:62s112p267486, accumulative success, id:5
2018-12-29 13:46:09:961 CN: new_year_set, uid:62s111p1165020, accumulative success, id:2
2018-12-29 14:00:04:688 CN: new_year_set, uid:62s114p1162903, accumulative success, id:2
2018-12-29 14:31:04:357 CN: new_year_set, uid:62s111p1138122, accumulative success, id:2
2018-12-29 14:31:06:207 CN: new_year_set, uid:62s111p1138122, accumulative success, id:5
2018-12-29 14:37:00:715 CN: new_year_set, uid:62s114p1157815, accumulative success, id:2
2018-12-29 14:43:43:095 CN: new_year_set, uid:62s114p1157815, accumulative success, id:5
2018-12-29 14:57:41:472 CN: new_year_set, uid:62s112p1105867, accumulative success, id:2
2018-12-29 14:57:42:973 CN: new_year_set, uid:62s112p1105867, accumulative success, id:5
2018-12-29 15:42:56:923 CN: new_year_set, uid:62s112p1139504, accumulative success, id:2
2018-12-29 15:42:59:000 CN: new_year_set, uid:62s112p1139504, accumulative success, id:5
2018-12-29 17:05:44:933 CN: new_year_set, uid:62s119p1202138, accumulative success, id:2
2018-12-29 17:07:43:728 CN: new_year_set, uid:62s120p1149724, accumulative success, id:2
2018-12-29 17:11:59:433 CN: new_year_set, uid:62s119p1202138, accumulative success, id:5
2018-12-29 17:16:19:705 CN: new_year_set, uid:62s120p1149724, accumulative success, id:5
2018-12-29 17:38:40:959 CN: new_year_set, uid:63s113p330675, accumulative success, id:2
2018-12-29 18:10:51:428 CN: new_year_set, uid:62s114p1161051, accumulative success, id:2
2018-12-29 19:15:38:621 CN: new_year_set, uid:62s114p1162903, accumulative success, id:5
2018-12-29 20:00:31:026 CN: new_year_set, uid:62s114p1166030, accumulative success, id:2
2018-12-29 20:03:53:746 CN: new_year_set, uid:62s114p1119543, accumulative success, id:2
2018-12-29 20:29:24:062 CN: new_year_set, uid:62s116p918675, accumulative success, id:2
2018-12-29 20:29:25:523 CN: new_year_set, uid:62s116p918675, accumulative success, id:5
2018-12-29 21:05:59:017 CN: new_year_set, uid:62s117p1183658, accumulative success, id:2
2018-12-29 21:41:54:838 CN: new_year_set, uid:62s115p1177638, accumulative success, id:2
2018-12-29 21:49:30:577 CN: new_year_set, uid:62s118p51798, accumulative success, id:2
2018-12-29 21:59:36:493 CN: new_year_set, uid:62s113p1133040, accumulative success, id:2
2018-12-29 22:14:34:173 CN: new_year_set, uid:63s117p343684, accumulative success, id:2
2018-12-29 22:19:42:591 CN: new_year_set, uid:63s117p343684, accumulative success, id:5
2018-12-29 23:35:23:319 CN: new_year_set, uid:62s112p1083490, accumulative success, id:2
2018-12-29 23:35:26:668 CN: new_year_set, uid:62s112p1083490, accumulative success, id:5
2018-12-29 23:40:05:886 CN: new_year_set, uid:62s117p913145, accumulative success, id:2
2018-12-29 23:40:09:350 CN: new_year_set, uid:62s117p913145, accumulative success, id:5
2018-12-29 23:50:19:310 CN: new_year_set, uid:62s112p855872, accumulative success, id:5
2018-12-29 23:50:23:673 CN: new_year_set, uid:62s112p855872, accumulative success, id:2
2018-12-30 00:02:48:365 CN: new_year_set, uid:62s111p1135045, accumulative success, id:2
2018-12-30 00:02:57:036 CN: new_year_set, uid:62s111p1135045, accumulative success, id:5
2018-12-30 06:09:33:403 CN: new_year_set, uid:62s111p1138122, accumulative success, id:9
2018-12-30 06:12:48:415 CN: new_year_set, uid:62s114p1119543, accumulative success, id:5
2018-12-30 06:51:07:286 CN: new_year_set, uid:62s114p1161051, accumulative success, id:5
2018-12-30 07:05:21:200 CN: new_year_set, uid:62s114p1161051, accumulative success, id:9
2018-12-30 07:24:20:720 CN: new_year_set, uid:62s116p1180573, accumulative success, id:2
2018-12-30 07:36:44:947 CN: new_year_set, uid:62s114p1158041, accumulative success, id:9
2018-12-30 07:37:09:594 CN: new_year_set, uid:62s115p1170474, accumulative success, id:2
2018-12-30 07:37:11:197 CN: new_year_set, uid:62s115p1170474, accumulative success, id:5
