2018-12-29 12:32:22:159 CN: new_year_set, uid:18s1023p11308985, accumulative success, id:2
2018-12-29 12:32:24:155 CN: new_year_set, uid:18s1023p11308985, accumulative success, id:5
2018-12-29 12:46:50:651 CN: new_year_set, uid:3s1023p5580259, accumulative success, id:2
2018-12-29 12:46:51:971 CN: new_year_set, uid:3s1023p5580259, accumulative success, id:5
2018-12-29 13:04:53:698 CN: new_year_set, uid:5s1025p17418688, accumulative success, id:2
2018-12-29 13:04:55:450 CN: new_year_set, uid:5s1025p17418688, accumulative success, id:5
2018-12-29 13:42:07:595 CN: new_year_set, uid:16s1023p10672483, accumulative success, id:2
2018-12-29 14:00:17:931 CN: new_year_set, uid:2s1027p10665528, accumulative success, id:2
2018-12-29 14:00:19:315 CN: new_year_set, uid:2s1027p10665528, accumulative success, id:5
2018-12-29 14:02:12:141 CN: new_year_set, uid:3s1026p10649366, accumulative success, id:2
2018-12-29 14:32:19:945 CN: new_year_set, uid:3s1030p10691067, accumulative success, id:2
2018-12-29 14:32:20:883 CN: new_year_set, uid:3s1030p10691067, accumulative success, id:5
2018-12-29 15:53:06:081 CN: new_year_set, uid:19s1029p13334997, accumulative success, id:5
2018-12-29 15:53:08:184 CN: new_year_set, uid:19s1029p13334997, accumulative success, id:2
2018-12-29 16:11:55:388 CN: new_year_set, uid:3s1021p10605725, accumulative success, id:2
2018-12-29 16:11:57:754 CN: new_year_set, uid:3s1021p10605725, accumulative success, id:5
2018-12-29 17:07:12:338 CN: new_year_set, uid:10s1024p10633519, accumulative success, id:2
2018-12-29 17:07:23:417 CN: new_year_set, uid:10s1024p10633519, accumulative success, id:5
2018-12-29 17:46:08:545 CN: new_year_set, uid:14s1026p10656915, accumulative success, id:2
2018-12-29 17:46:18:284 CN: new_year_set, uid:14s1026p10656915, accumulative success, id:5
2018-12-29 18:21:39:614 CN: new_year_set, uid:18s1023p10622790, accumulative success, id:2
2018-12-29 18:21:41:595 CN: new_year_set, uid:18s1023p10622790, accumulative success, id:5
2018-12-29 18:23:24:417 CN: new_year_set, uid:56s1026p10647867, accumulative success, id:2
2018-12-29 18:23:26:529 CN: new_year_set, uid:56s1026p10647867, accumulative success, id:5
2018-12-29 18:30:23:210 CN: new_year_set, uid:12s1026p10648476, accumulative success, id:2
2018-12-29 18:30:24:809 CN: new_year_set, uid:12s1026p10648476, accumulative success, id:5
2018-12-29 18:34:52:988 CN: new_year_set, uid:3s1026p10649366, accumulative success, id:5
2018-12-29 19:35:37:563 CN: new_year_set, uid:0s1025p19264966, accumulative success, id:2
2018-12-29 19:44:52:710 CN: new_year_set, uid:2s1021p10603677, accumulative success, id:2
