2018-12-29 12:27:27:551 CN: new_year_set, uid:6s146p1470474, accumulative success, id:2
2018-12-29 12:27:32:221 CN: new_year_set, uid:6s146p1470474, accumulative success, id:5
2018-12-29 12:29:28:491 CN: new_year_set, uid:10s145p18410599, accumulative success, id:2
2018-12-29 13:06:09:025 CN: new_year_set, uid:36s143p1953486, accumulative success, id:2
2018-12-29 13:08:41:510 CN: new_year_set, uid:4s145p3516686, accumulative success, id:2
2018-12-29 13:12:20:647 CN: new_year_set, uid:4s145p3516686, accumulative success, id:5
2018-12-29 13:28:40:601 CN: new_year_set, uid:16s147p24626250, accumulative success, id:2
2018-12-29 13:57:43:184 CN: new_year_set, uid:18s142p1925785, accumulative success, id:2
2018-12-29 13:59:21:836 CN: new_year_set, uid:3s148p3456765, accumulative success, id:2
2018-12-29 14:15:55:976 CN: new_year_set, uid:3s148p3456765, accumulative success, id:5
2018-12-29 14:18:16:533 CN: new_year_set, uid:19s145p17622601, accumulative success, id:2
2018-12-29 14:24:10:412 CN: new_year_set, uid:19s141p1911890, accumulative success, id:2
2018-12-29 15:17:12:860 CN: new_year_set, uid:80s150p12632680, accumulative success, id:2
2018-12-29 15:17:14:797 CN: new_year_set, uid:80s150p12632680, accumulative success, id:5
2018-12-29 16:33:52:400 CN: new_year_set, uid:3s147p2002759, accumulative success, id:2
2018-12-29 16:34:15:645 CN: new_year_set, uid:3s147p2002759, accumulative success, id:5
2018-12-29 16:46:48:834 CN: new_year_set, uid:19s141p1911890, accumulative success, id:5
2018-12-29 18:20:02:948 CN: new_year_set, uid:4s145p17047950, accumulative success, id:2
2018-12-29 18:43:32:437 CN: new_year_set, uid:3s150p3058281, accumulative success, id:2
2018-12-29 18:43:34:577 CN: new_year_set, uid:3s150p3058281, accumulative success, id:5
2018-12-29 18:56:46:722 CN: new_year_set, uid:18s142p1925785, accumulative success, id:5
2018-12-29 18:57:22:876 CN: new_year_set, uid:10s145p1973532, accumulative success, id:2
2018-12-29 19:04:41:456 CN: new_year_set, uid:6s141p1909432, accumulative success, id:2
2018-12-29 19:04:44:142 CN: new_year_set, uid:6s141p1909432, accumulative success, id:5
2018-12-29 19:17:13:335 CN: new_year_set, uid:18s148p2016355, accumulative success, id:2
2018-12-29 19:25:31:112 CN: new_year_set, uid:3s145p1977076, accumulative success, id:2
2018-12-29 19:40:36:071 CN: new_year_set, uid:3s145p1977076, accumulative success, id:5
2018-12-29 20:07:31:676 CN: new_year_set, uid:18s148p2016355, accumulative success, id:5
2018-12-29 20:47:58:964 CN: new_year_set, uid:4s145p4147213, accumulative success, id:2
2018-12-29 20:48:08:814 CN: new_year_set, uid:4s145p4147213, accumulative success, id:5
2018-12-29 21:28:27:637 CN: new_year_set, uid:2s148p2011584, accumulative success, id:2
2018-12-29 21:37:02:213 CN: new_year_set, uid:3s149p2028169, accumulative success, id:5
2018-12-29 21:37:03:977 CN: new_year_set, uid:3s149p2028169, accumulative success, id:2
2018-12-29 22:33:58:096 CN: new_year_set, uid:3s145p23359170, accumulative success, id:2
2018-12-29 22:51:24:042 CN: new_year_set, uid:6s147p503964, accumulative success, id:2
2018-12-29 22:51:25:488 CN: new_year_set, uid:6s147p503964, accumulative success, id:5
