2018-12-29 13:34:14:664 CN: new_year_set, uid:3s1546p16130788, accumulative success, id:2
2018-12-29 13:38:40:822 CN: new_year_set, uid:6s1550p15056757, accumulative success, id:2
2018-12-29 13:46:22:729 CN: new_year_set, uid:6s1550p15056757, accumulative success, id:5
2018-12-29 13:48:54:745 CN: new_year_set, uid:3s1547p15029948, accumulative success, id:2
2018-12-29 13:51:42:233 CN: new_year_set, uid:3s1547p15029948, accumulative success, id:5
2018-12-29 14:50:03:202 CN: new_year_set, uid:42s1548p15045498, accumulative success, id:5
2018-12-29 14:50:05:392 CN: new_year_set, uid:42s1548p15045498, accumulative success, id:2
2018-12-29 16:43:55:091 CN: new_year_set, uid:5s1549p23156382, accumulative success, id:2
2018-12-29 18:11:36:897 CN: new_year_set, uid:3s1546p16130788, accumulative success, id:5
2018-12-29 18:37:29:893 CN: new_year_set, uid:9s1550p15060979, accumulative success, id:2
2018-12-29 18:43:40:717 CN: new_year_set, uid:47s1544p4279703, accumulative success, id:2
2018-12-29 18:43:41:802 CN: new_year_set, uid:47s1544p4279703, accumulative success, id:5
2018-12-29 18:46:27:946 CN: new_year_set, uid:9s1550p15060979, accumulative success, id:5
2018-12-29 18:58:10:314 CN: new_year_set, uid:32s1541p15001908, accumulative success, id:5
2018-12-29 18:58:12:380 CN: new_year_set, uid:32s1541p15001908, accumulative success, id:2
2018-12-29 19:39:04:747 CN: new_year_set, uid:16s1545p15015257, accumulative success, id:2
2018-12-29 19:39:06:331 CN: new_year_set, uid:16s1545p15015257, accumulative success, id:5
2018-12-29 19:41:35:376 CN: new_year_set, uid:18s1549p651475, accumulative success, id:2
2018-12-29 19:41:39:262 CN: new_year_set, uid:18s1549p651475, accumulative success, id:5
2018-12-29 20:03:18:954 CN: new_year_set, uid:93s1548p15037180, accumulative success, id:2
2018-12-29 20:03:21:152 CN: new_year_set, uid:93s1548p15037180, accumulative success, id:5
2018-12-29 20:11:11:391 CN: new_year_set, uid:16s1542p14994180, accumulative success, id:2
2018-12-29 20:11:13:037 CN: new_year_set, uid:16s1542p14994180, accumulative success, id:5
2018-12-29 20:17:11:385 CN: new_year_set, uid:5s1550p13840798, accumulative success, id:2
2018-12-29 20:17:17:005 CN: new_year_set, uid:5s1550p13840798, accumulative success, id:5
2018-12-29 20:48:10:125 CN: new_year_set, uid:18s1546p14962261, accumulative success, id:5
2018-12-29 20:48:11:816 CN: new_year_set, uid:18s1546p14962261, accumulative success, id:2
2018-12-29 21:02:38:166 CN: new_year_set, uid:4s1549p14765887, accumulative success, id:2
2018-12-29 21:35:38:087 CN: new_year_set, uid:59s1546p14478972, accumulative success, id:2
2018-12-29 21:35:44:957 CN: new_year_set, uid:59s1546p14478972, accumulative success, id:5
2018-12-29 21:53:54:962 CN: new_year_set, uid:3s1546p15023860, accumulative success, id:2
2018-12-29 21:54:10:875 CN: new_year_set, uid:3s1546p15023860, accumulative success, id:5
2018-12-30 06:34:36:896 CN: new_year_set, uid:3s1548p22686237, accumulative success, id:2
2018-12-30 06:34:42:055 CN: new_year_set, uid:3s1548p22686237, accumulative success, id:5
2018-12-30 08:15:25:299 CN: new_year_set, uid:5s1549p15288772, accumulative success, id:2
2018-12-30 08:15:28:368 CN: new_year_set, uid:5s1549p15288772, accumulative success, id:5
2018-12-30 08:33:02:670 CN: new_year_set, uid:16s1545p15015257, accumulative success, id:9
2018-12-30 09:02:54:014 CN: new_year_set, uid:3s1548p14969077, accumulative success, id:2
2018-12-30 09:02:56:552 CN: new_year_set, uid:3s1548p14969077, accumulative success, id:5
2018-12-30 09:22:20:245 CN: new_year_set, uid:18s1549p651475, accumulative success, id:9
2018-12-30 09:39:58:097 CN: new_year_set, uid:3s1546p16130788, accumulative success, id:9
2018-12-30 10:10:20:427 CN: new_year_set, uid:16s1542p10274291, accumulative success, id:2
2018-12-30 10:34:51:359 CN: new_year_set, uid:18s1543p14999034, accumulative success, id:2
2018-12-30 10:48:57:292 CN: new_year_set, uid:5s1550p13840798, accumulative success, id:9
2018-12-30 10:51:59:352 CN: new_year_set, uid:14s1543p14999692, accumulative success, id:2
2018-12-30 10:52:02:093 CN: new_year_set, uid:14s1543p14999692, accumulative success, id:5
2018-12-30 11:21:19:496 CN: new_year_set, uid:2s1550p15059094, accumulative success, id:2
2018-12-30 11:21:22:977 CN: new_year_set, uid:2s1550p15059094, accumulative success, id:5
2018-12-30 11:44:50:401 CN: new_year_set, uid:2s1550p15059094, accumulative success, id:9
2018-12-30 12:21:06:795 CN: new_year_set, uid:14s1550p22045004, accumulative success, id:2
2018-12-30 12:25:25:130 CN: new_year_set, uid:14s1550p22045004, accumulative success, id:5
2018-12-30 12:27:27:166 CN: new_year_set, uid:5s1549p23156382, accumulative success, id:5
2018-12-30 12:31:05:912 CN: new_year_set, uid:4s1541p13773739, accumulative success, id:2
2018-12-30 12:31:11:950 CN: new_year_set, uid:4s1541p13773739, accumulative success, id:5
2018-12-30 12:31:13:373 CN: new_year_set, uid:2s1543p14997592, accumulative success, id:2
2018-12-30 12:31:24:188 CN: new_year_set, uid:2s1543p14997592, accumulative success, id:5
2018-12-30 12:44:57:367 CN: new_year_set, uid:14s1541p14979920, accumulative success, id:5
2018-12-30 12:45:00:563 CN: new_year_set, uid:14s1541p14979920, accumulative success, id:2
2018-12-30 13:00:24:633 CN: new_year_set, uid:14s1544p15007792, accumulative success, id:2
2018-12-30 13:00:29:642 CN: new_year_set, uid:14s1544p15007792, accumulative success, id:5
2018-12-30 13:24:35:664 CN: new_year_set, uid:14s1544p15007792, accumulative success, id:9
2018-12-30 13:30:52:851 CN: new_year_set, uid:16s1542p10274291, accumulative success, id:5
2018-12-30 13:46:47:234 CN: new_year_set, uid:42s1548p15045498, accumulative success, id:9
2018-12-30 13:55:56:605 CN: new_year_set, uid:31s1547p15025743, accumulative success, id:2
2018-12-30 14:16:12:837 CN: new_year_set, uid:2s1544p15007839, accumulative success, id:2
2018-12-30 14:16:18:449 CN: new_year_set, uid:2s1544p15007839, accumulative success, id:5
2018-12-30 14:27:31:715 CN: new_year_set, uid:2s1544p15007839, accumulative success, id:9
2018-12-30 16:18:52:829 CN: new_year_set, uid:2s1545p21256519, accumulative success, id:2
2018-12-30 16:18:55:507 CN: new_year_set, uid:2s1545p21256519, accumulative success, id:5
2018-12-30 17:30:57:165 CN: new_year_set, uid:2s1545p21256519, accumulative success, id:9
2018-12-30 17:31:56:109 CN: new_year_set, uid:31s1547p15025743, accumulative success, id:5
2018-12-30 18:11:34:903 CN: new_year_set, uid:31s1547p15025743, accumulative success, id:9
2018-12-30 18:20:32:968 CN: new_year_set, uid:47s1544p4279703, accumulative success, id:9
2018-12-30 18:21:36:476 CN: new_year_set, uid:18s1546p14962261, accumulative success, id:9
2018-12-30 18:35:49:124 CN: new_year_set, uid:3s1546p15023860, accumulative success, id:9
2018-12-30 18:43:45:110 CN: new_year_set, uid:15s1548p649128, accumulative success, id:2
2018-12-30 18:43:48:651 CN: new_year_set, uid:15s1548p649128, accumulative success, id:5
