2018-12-29 13:10:20:162 CN: new_year_set, uid:16s1301p12943947, accumulative success, id:2
2018-12-29 13:12:26:435 CN: new_year_set, uid:24s1309p12955587, accumulative success, id:2
2018-12-29 13:12:29:888 CN: new_year_set, uid:24s1309p12955587, accumulative success, id:5
2018-12-29 13:16:44:778 CN: new_year_set, uid:16s1301p12943947, accumulative success, id:5
2018-12-29 14:06:52:419 CN: new_year_set, uid:18s1305p12978193, accumulative success, id:2
2018-12-29 14:07:16:647 CN: new_year_set, uid:24s1302p12952419, accumulative success, id:2
2018-12-29 14:07:25:092 CN: new_year_set, uid:24s1302p12952419, accumulative success, id:5
2018-12-29 14:08:09:579 CN: new_year_set, uid:3s1304p12971896, accumulative success, id:2
2018-12-29 14:16:59:419 CN: new_year_set, uid:31s1301p13495121, accumulative success, id:2
2018-12-29 14:17:01:601 CN: new_year_set, uid:31s1301p13495121, accumulative success, id:5
2018-12-29 14:19:15:423 CN: new_year_set, uid:31s1309p13859991, accumulative success, id:2
2018-12-29 14:20:39:458 CN: new_year_set, uid:31s1309p13859991, accumulative success, id:5
2018-12-29 14:22:23:330 CN: new_year_set, uid:19s1310p10084505, accumulative success, id:2
2018-12-29 14:36:21:170 CN: new_year_set, uid:19s1310p10084505, accumulative success, id:5
2018-12-29 14:48:47:464 CN: new_year_set, uid:2s1305p12978041, accumulative success, id:2
2018-12-29 14:48:49:329 CN: new_year_set, uid:2s1305p12978041, accumulative success, id:5
2018-12-29 15:08:14:364 CN: new_year_set, uid:4s1306p12984626, accumulative success, id:2
2018-12-29 15:08:16:755 CN: new_year_set, uid:4s1306p12984626, accumulative success, id:5
2018-12-29 15:49:13:268 CN: new_year_set, uid:3s1308p13013328, accumulative success, id:2
2018-12-29 15:49:16:672 CN: new_year_set, uid:3s1308p13013328, accumulative success, id:5
2018-12-29 16:19:16:787 CN: new_year_set, uid:56s1307p12954664, accumulative success, id:2
2018-12-29 16:19:18:615 CN: new_year_set, uid:56s1307p12954664, accumulative success, id:5
2018-12-29 17:44:00:765 CN: new_year_set, uid:14s1308p12700065, accumulative success, id:5
2018-12-29 17:44:03:093 CN: new_year_set, uid:14s1308p12700065, accumulative success, id:2
2018-12-29 17:44:40:191 CN: new_year_set, uid:18s1304p2528818, accumulative success, id:2
2018-12-29 19:04:19:370 CN: new_year_set, uid:56s1307p12991958, accumulative success, id:2
2018-12-29 19:04:22:137 CN: new_year_set, uid:56s1307p12991958, accumulative success, id:5
2018-12-29 20:49:53:695 CN: new_year_set, uid:84s1302p12911893, accumulative success, id:2
2018-12-29 21:17:58:101 CN: new_year_set, uid:4s1305p11250408, accumulative success, id:5
2018-12-29 21:18:00:810 CN: new_year_set, uid:4s1305p11250408, accumulative success, id:2
2018-12-29 21:41:40:357 CN: new_year_set, uid:14s1301p18037495, accumulative success, id:2
2018-12-29 21:41:41:595 CN: new_year_set, uid:14s1301p18037495, accumulative success, id:5
2018-12-29 22:08:56:906 CN: new_year_set, uid:5s1302p12951136, accumulative success, id:2
2018-12-29 22:09:42:962 CN: new_year_set, uid:5s1302p12951136, accumulative success, id:5
2018-12-29 22:37:21:532 CN: new_year_set, uid:3s1305p12983390, accumulative success, id:2
2018-12-29 23:07:40:212 CN: new_year_set, uid:31s1308p13001321, accumulative success, id:2
2018-12-29 23:07:42:472 CN: new_year_set, uid:31s1308p13001321, accumulative success, id:5
2018-12-29 23:16:56:401 CN: new_year_set, uid:2s1307p21440190, accumulative success, id:5
2018-12-29 23:16:59:265 CN: new_year_set, uid:2s1307p21440190, accumulative success, id:2
2018-12-30 00:19:52:752 CN: new_year_set, uid:24s1307p13013547, accumulative success, id:2
2018-12-30 00:20:01:072 CN: new_year_set, uid:24s1307p13013547, accumulative success, id:5
2018-12-30 01:18:12:639 CN: new_year_set, uid:3s1306p12985000, accumulative success, id:2
2018-12-30 01:18:14:260 CN: new_year_set, uid:3s1306p12985000, accumulative success, id:5
2018-12-30 07:22:50:172 CN: new_year_set, uid:5s1307p24643196, accumulative success, id:2
2018-12-30 07:26:19:835 CN: new_year_set, uid:3s1304p12973064, accumulative success, id:5
2018-12-30 07:26:39:534 CN: new_year_set, uid:3s1304p12973064, accumulative success, id:2
2018-12-30 07:28:01:093 CN: new_year_set, uid:5s1307p24643196, accumulative success, id:5
