2018-12-29 12:23:51:564 CN: new_year_set, uid:16s1351p13408836, accumulative success, id:2
2018-12-29 18:09:51:619 CN: new_year_set, uid:14s1359p795359, accumulative success, id:2
2018-12-29 18:09:54:550 CN: new_year_set, uid:14s1359p795359, accumulative success, id:5
2018-12-29 19:21:35:784 CN: new_year_set, uid:4s1354p12240557, accumulative success, id:2
2018-12-29 19:21:38:864 CN: new_year_set, uid:4s1354p12240557, accumulative success, id:5
2018-12-29 19:35:13:111 CN: new_year_set, uid:56s1352p13420444, accumulative success, id:2
2018-12-29 19:35:16:749 CN: new_year_set, uid:56s1352p13420444, accumulative success, id:5
2018-12-29 19:47:45:854 CN: new_year_set, uid:4s1352p3808065, accumulative success, id:2
2018-12-29 19:48:59:345 CN: new_year_set, uid:56s1358p13470364, accumulative success, id:2
2018-12-29 19:49:01:509 CN: new_year_set, uid:56s1358p13470364, accumulative success, id:5
2018-12-29 20:48:24:002 CN: new_year_set, uid:18s1357p13469007, accumulative success, id:2
2018-12-29 20:48:37:601 CN: new_year_set, uid:18s1357p13469007, accumulative success, id:5
2018-12-29 21:11:51:576 CN: new_year_set, uid:31s1351p13503358, accumulative success, id:2
2018-12-29 21:11:53:128 CN: new_year_set, uid:31s1351p13503358, accumulative success, id:5
2018-12-29 22:20:33:863 CN: new_year_set, uid:12s1355p11568416, accumulative success, id:2
2018-12-29 22:41:06:447 CN: new_year_set, uid:3s1355p13442760, accumulative success, id:2
2018-12-29 22:41:10:720 CN: new_year_set, uid:16s1359p13485228, accumulative success, id:2
2018-12-29 22:41:12:651 CN: new_year_set, uid:16s1359p13485228, accumulative success, id:5
2018-12-29 22:41:13:306 CN: new_year_set, uid:3s1355p13442760, accumulative success, id:5
2018-12-29 22:46:04:456 CN: new_year_set, uid:80s1358p24337377, accumulative success, id:2
2018-12-29 22:59:03:111 CN: new_year_set, uid:80s1358p24337377, accumulative success, id:5
2018-12-30 07:59:26:990 CN: new_year_set, uid:31s1351p13503358, accumulative success, id:9
2018-12-30 10:31:01:873 CN: new_year_set, uid:10s1359p13482291, accumulative success, id:2
2018-12-30 10:31:12:374 CN: new_year_set, uid:10s1359p13482291, accumulative success, id:5
2018-12-30 10:58:36:311 CN: new_year_set, uid:16s1351p13408836, accumulative success, id:5
2018-12-30 12:07:26:455 CN: new_year_set, uid:16s1356p13461403, accumulative success, id:2
2018-12-30 12:07:27:614 CN: new_year_set, uid:16s1356p13461403, accumulative success, id:5
2018-12-30 13:08:57:734 CN: new_year_set, uid:16s1354p13441245, accumulative success, id:2
2018-12-30 13:09:11:756 CN: new_year_set, uid:16s1354p13441245, accumulative success, id:5
2018-12-30 13:53:18:302 CN: new_year_set, uid:80s1358p24337377, accumulative success, id:9
2018-12-30 16:15:11:112 CN: new_year_set, uid:3s1355p13442760, accumulative success, id:9
2018-12-30 16:51:11:187 CN: new_year_set, uid:56s1358p13470364, accumulative success, id:9
2018-12-30 17:16:06:611 CN: new_year_set, uid:56s1352p13417126, accumulative success, id:2
2018-12-30 17:16:08:512 CN: new_year_set, uid:56s1352p13417126, accumulative success, id:5
2018-12-30 17:58:51:578 CN: new_year_set, uid:12s1355p11568416, accumulative success, id:5
2018-12-30 18:11:17:687 CN: new_year_set, uid:4s1352p3808065, accumulative success, id:5
2018-12-30 19:11:40:737 CN: new_year_set, uid:4s1354p12240557, accumulative success, id:9
2018-12-30 19:42:47:960 CN: new_year_set, uid:10s1359p13482291, accumulative success, id:9
2018-12-30 22:27:56:682 CN: new_year_set, uid:16s1359p13485228, accumulative success, id:9
2018-12-30 22:35:51:682 CN: new_year_set, uid:14s1359p795359, accumulative success, id:9
2018-12-30 23:15:45:735 CN: new_year_set, uid:18s1352p2076870, accumulative success, id:2
2018-12-30 23:35:04:451 CN: new_year_set, uid:36s1352p10825705, accumulative success, id:9
2018-12-30 23:35:07:416 CN: new_year_set, uid:36s1352p10825705, accumulative success, id:5
2018-12-30 23:35:09:278 CN: new_year_set, uid:36s1352p10825705, accumulative success, id:2
2018-12-30 23:54:11:680 CN: new_year_set, uid:36s1351p13400760, accumulative success, id:2
2018-12-30 23:54:13:723 CN: new_year_set, uid:36s1351p13400760, accumulative success, id:5
2018-12-31 00:35:00:693 CN: new_year_set, uid:36s1351p13400760, accumulative success, id:9
2018-12-31 03:37:27:686 CN: new_year_set, uid:56s1352p13420444, accumulative success, id:9
2018-12-31 05:09:29:498 CN: new_year_set, uid:34s1355p13450714, accumulative success, id:2
2018-12-31 05:09:30:878 CN: new_year_set, uid:34s1355p13450714, accumulative success, id:5
2018-12-31 05:09:32:358 CN: new_year_set, uid:34s1355p13450714, accumulative success, id:9
2018-12-31 05:32:13:287 CN: new_year_set, uid:34s1355p13450714, accumulative success, id:14
2018-12-31 08:03:10:231 CN: new_year_set, uid:18s1352p2076870, accumulative success, id:5
2018-12-31 08:38:49:963 CN: new_year_set, uid:56s1352p13421139, accumulative success, id:14
