2018-12-29 14:38:33:968 CN: new_year_set, uid:2s2822p24333114, accumulative success, id:2
2018-12-29 14:38:37:503 CN: new_year_set, uid:2s2822p24333114, accumulative success, id:5
2018-12-29 14:56:05:676 CN: new_year_set, uid:86s2822p24331007, accumulative success, id:2
2018-12-29 14:56:10:676 CN: new_year_set, uid:86s2822p24331007, accumulative success, id:5
2018-12-29 18:10:57:573 CN: new_year_set, uid:24s2822p12949536, accumulative success, id:2
2018-12-29 18:10:59:983 CN: new_year_set, uid:24s2822p12949536, accumulative success, id:5
2018-12-29 18:51:48:169 CN: new_year_set, uid:14s2822p24328626, accumulative success, id:2
2018-12-29 20:13:40:007 CN: new_year_set, uid:86s2822p24331880, accumulative success, id:2
2018-12-29 20:26:10:697 CN: new_year_set, uid:2s2822p24329338, accumulative success, id:2
2018-12-29 21:29:12:056 CN: new_year_set, uid:16s2822p24328347, accumulative success, id:2
2018-12-29 21:29:21:184 CN: new_year_set, uid:16s2822p24328347, accumulative success, id:5
2018-12-29 21:42:49:073 CN: new_year_set, uid:86s2822p24331880, accumulative success, id:5
2018-12-29 23:04:12:528 CN: new_year_set, uid:56s2822p24352474, accumulative success, id:2
2018-12-29 23:04:14:977 CN: new_year_set, uid:56s2822p24352474, accumulative success, id:5
2018-12-30 03:06:41:283 CN: new_year_set, uid:2s2822p24329338, accumulative success, id:5
2018-12-30 05:40:28:439 CN: new_year_set, uid:2s2822p24333114, accumulative success, id:9
2018-12-30 06:38:03:142 CN: new_year_set, uid:53s2822p24333695, accumulative success, id:2
2018-12-30 06:38:05:692 CN: new_year_set, uid:53s2822p24333695, accumulative success, id:5
2018-12-30 07:00:24:464 CN: new_year_set, uid:53s2822p24333695, accumulative success, id:9
2018-12-30 07:24:26:326 CN: new_year_set, uid:16s2822p24328347, accumulative success, id:9
2018-12-30 07:28:04:095 CN: new_year_set, uid:78s2822p24332978, accumulative success, id:2
2018-12-30 08:00:16:339 CN: new_year_set, uid:16s2822p24328347, accumulative success, id:14
2018-12-30 08:38:46:704 CN: new_year_set, uid:14s2822p24328626, accumulative success, id:5
2018-12-30 11:38:22:820 CN: new_year_set, uid:86s2822p24331880, accumulative success, id:9
2018-12-30 11:42:39:058 CN: new_year_set, uid:84s2822p24332401, accumulative success, id:2
2018-12-30 11:42:44:557 CN: new_year_set, uid:84s2822p24332401, accumulative success, id:5
2018-12-30 11:43:59:833 CN: new_year_set, uid:16s2822p15800377, accumulative success, id:2
2018-12-30 11:44:04:852 CN: new_year_set, uid:16s2822p15800377, accumulative success, id:5
2018-12-30 11:57:38:413 CN: new_year_set, uid:2s2822p24329338, accumulative success, id:9
2018-12-30 12:23:41:910 CN: new_year_set, uid:78s2822p24311283, accumulative success, id:2
2018-12-30 12:23:43:339 CN: new_year_set, uid:78s2822p24311283, accumulative success, id:5
2018-12-30 13:09:10:927 CN: new_year_set, uid:16s2822p24394812, accumulative success, id:2
2018-12-30 14:08:47:854 CN: new_year_set, uid:86s2822p24331007, accumulative success, id:9
2018-12-30 14:14:05:683 CN: new_year_set, uid:5s2822p24333828, accumulative success, id:2
2018-12-30 14:18:54:721 CN: new_year_set, uid:56s2822p24352474, accumulative success, id:9
2018-12-30 14:43:39:625 CN: new_year_set, uid:24s2822p12949536, accumulative success, id:9
2018-12-30 18:16:29:208 CN: new_year_set, uid:16s2822p24394812, accumulative success, id:5
2018-12-30 18:26:13:199 CN: new_year_set, uid:14s2822p24328626, accumulative success, id:9
