2018-12-29 12:22:54:825 CN: new_year_set, uid:56s2852p24514233, accumulative success, id:2
2018-12-29 12:23:00:875 CN: new_year_set, uid:56s2852p24514233, accumulative success, id:5
2018-12-29 12:57:56:739 CN: new_year_set, uid:56s2852p24505851, accumulative success, id:5
2018-12-29 12:57:59:639 CN: new_year_set, uid:56s2852p24505851, accumulative success, id:2
2018-12-29 13:12:40:046 CN: new_year_set, uid:56s2852p24903277, accumulative success, id:2
2018-12-29 13:17:42:265 CN: new_year_set, uid:56s2852p24903277, accumulative success, id:5
2018-12-29 13:47:29:721 CN: new_year_set, uid:56s2852p25041705, accumulative success, id:2
2018-12-29 13:54:13:438 CN: new_year_set, uid:56s2852p25041705, accumulative success, id:5
2018-12-29 13:58:10:929 CN: new_year_set, uid:56s2852p24508104, accumulative success, id:2
2018-12-29 14:55:07:592 CN: new_year_set, uid:18s2852p24504313, accumulative success, id:2
2018-12-29 14:55:17:017 CN: new_year_set, uid:18s2852p24504313, accumulative success, id:5
2018-12-29 20:07:35:384 CN: new_year_set, uid:56s2852p24508104, accumulative success, id:5
2018-12-29 21:40:56:383 CN: new_year_set, uid:9s2852p24506833, accumulative success, id:2
2018-12-29 22:26:45:481 CN: new_year_set, uid:9s2852p24506833, accumulative success, id:5
2018-12-29 22:38:47:641 CN: new_year_set, uid:56s2852p25028308, accumulative success, id:2
2018-12-29 23:00:44:904 CN: new_year_set, uid:4s2852p24505042, accumulative success, id:2
2018-12-29 23:00:54:490 CN: new_year_set, uid:2s2852p24508227, accumulative success, id:2
2018-12-29 23:00:55:958 CN: new_year_set, uid:2s2852p24508227, accumulative success, id:5
2018-12-30 01:30:32:693 CN: new_year_set, uid:3s2852p24437505, accumulative success, id:2
2018-12-30 01:30:38:366 CN: new_year_set, uid:3s2852p24437505, accumulative success, id:5
2018-12-30 07:18:16:559 CN: new_year_set, uid:4s2852p114596, accumulative success, id:2
2018-12-30 07:30:56:242 CN: new_year_set, uid:3s2852p24506391, accumulative success, id:2
2018-12-30 09:34:54:973 CN: new_year_set, uid:18s2852p24416404, accumulative success, id:2
2018-12-30 09:36:11:764 CN: new_year_set, uid:14s2852p24521480, accumulative success, id:2
2018-12-30 10:12:34:671 CN: new_year_set, uid:14s2852p24521480, accumulative success, id:5
2018-12-30 10:25:36:877 CN: new_year_set, uid:14s2852p24508426, accumulative success, id:2
2018-12-30 10:25:39:687 CN: new_year_set, uid:14s2852p24508426, accumulative success, id:5
2018-12-30 10:50:59:008 CN: new_year_set, uid:5s2852p24121107, accumulative success, id:2
2018-12-30 10:51:03:907 CN: new_year_set, uid:5s2852p24121107, accumulative success, id:5
2018-12-30 10:51:55:528 CN: new_year_set, uid:56s2852p24514233, accumulative success, id:9
2018-12-30 10:52:19:807 CN: new_year_set, uid:56s2852p25028308, accumulative success, id:5
2018-12-30 11:03:34:844 CN: new_year_set, uid:56s2852p25041705, accumulative success, id:9
2018-12-30 12:12:06:592 CN: new_year_set, uid:56s2852p24505851, accumulative success, id:9
2018-12-30 12:33:41:164 CN: new_year_set, uid:18s2852p24508133, accumulative success, id:2
2018-12-30 12:44:51:688 CN: new_year_set, uid:3s2852p20051237, accumulative success, id:2
2018-12-30 13:23:19:425 CN: new_year_set, uid:59s2852p24541925, accumulative success, id:2
2018-12-30 13:32:54:351 CN: new_year_set, uid:16s2852p24508408, accumulative success, id:5
2018-12-30 13:32:56:557 CN: new_year_set, uid:16s2852p24508408, accumulative success, id:2
2018-12-30 14:24:10:035 CN: new_year_set, uid:18s2852p24504313, accumulative success, id:9
2018-12-30 14:30:46:072 CN: new_year_set, uid:2s2852p24722757, accumulative success, id:2
2018-12-30 14:54:25:094 CN: new_year_set, uid:16s2852p22428849, accumulative success, id:2
2018-12-30 15:32:13:848 CN: new_year_set, uid:59s2852p24541925, accumulative success, id:5
2018-12-30 16:42:30:730 CN: new_year_set, uid:56s2852p24508104, accumulative success, id:9
2018-12-30 16:56:48:186 CN: new_year_set, uid:3s2852p24698680, accumulative success, id:2
2018-12-30 18:24:54:847 CN: new_year_set, uid:2s2852p24722757, accumulative success, id:5
2018-12-30 18:39:00:910 CN: new_year_set, uid:56s2852p25028308, accumulative success, id:9
2018-12-30 18:40:05:342 CN: new_year_set, uid:3s2852p20051237, accumulative success, id:5
2018-12-30 19:10:06:498 CN: new_year_set, uid:18s2852p24544883, accumulative success, id:2
2018-12-30 20:42:45:045 CN: new_year_set, uid:56s2852p21070492, accumulative success, id:2
2018-12-30 20:42:50:310 CN: new_year_set, uid:56s2852p21070492, accumulative success, id:5
2018-12-30 22:02:50:416 CN: new_year_set, uid:2s2852p24508227, accumulative success, id:9
2018-12-30 22:08:47:973 CN: new_year_set, uid:18s2852p24508133, accumulative success, id:5
2018-12-30 22:25:01:201 CN: new_year_set, uid:18s2852p24416404, accumulative success, id:5
2018-12-30 23:08:35:759 CN: new_year_set, uid:56s2852p24903277, accumulative success, id:9
2018-12-31 09:23:13:851 CN: new_year_set, uid:14s2852p24521480, accumulative success, id:9
2018-12-31 09:37:44:046 CN: new_year_set, uid:56s2852p24505851, accumulative success, id:14
2018-12-31 10:04:02:628 CN: new_year_set, uid:56s2852p24514233, accumulative success, id:14
2018-12-31 10:56:22:761 CN: new_year_set, uid:16s2852p24508408, accumulative success, id:9
2018-12-31 11:07:15:055 CN: new_year_set, uid:56s2852p25028308, accumulative success, id:14
2018-12-31 11:13:50:923 CN: new_year_set, uid:18s2852p24504313, accumulative success, id:14
2018-12-31 11:48:40:007 CN: new_year_set, uid:56s2852p21070492, accumulative success, id:9
2018-12-31 12:51:46:454 CN: new_year_set, uid:56s2852p24903277, accumulative success, id:14
2018-12-31 13:36:30:011 CN: new_year_set, uid:18s2852p24508133, accumulative success, id:9
2018-12-31 14:01:40:655 CN: new_year_set, uid:59s2852p24541925, accumulative success, id:9
2018-12-31 14:55:48:861 CN: new_year_set, uid:56s2852p21070492, accumulative success, id:14
2018-12-31 15:15:34:188 CN: new_year_set, uid:5s2852p24121107, accumulative success, id:9
2018-12-31 15:17:24:981 CN: new_year_set, uid:56s2852p25041705, accumulative success, id:14
2018-12-31 15:24:59:094 CN: new_year_set, uid:56s2852p24508104, accumulative success, id:14
2018-12-31 15:28:21:736 CN: new_year_set, uid:5s2852p24121107, accumulative success, id:14
2018-12-31 16:59:12:633 CN: new_year_set, uid:3s2852p24505932, accumulative success, id:2
2018-12-31 16:59:18:014 CN: new_year_set, uid:3s2852p24505932, accumulative success, id:5
2018-12-31 17:20:43:434 CN: new_year_set, uid:9s2852p24506833, accumulative success, id:9
2018-12-31 17:21:51:243 CN: new_year_set, uid:16s2852p22428849, accumulative success, id:5
2018-12-31 19:20:41:743 CN: new_year_set, uid:3s2852p24698680, accumulative success, id:5
2018-12-31 19:39:14:411 CN: new_year_set, uid:2s2852p24722757, accumulative success, id:9
2018-12-31 19:55:06:399 CN: new_year_set, uid:2s2852p24508227, accumulative success, id:14
2018-12-31 20:15:11:033 CN: new_year_set, uid:56s2852p21069416, accumulative success, id:2
2018-12-31 20:15:12:508 CN: new_year_set, uid:56s2852p21069416, accumulative success, id:5
2018-12-31 21:42:48:349 CN: new_year_set, uid:56s2852p21069416, accumulative success, id:9
2018-12-31 22:09:35:528 CN: new_year_set, uid:56s2852p21069416, accumulative success, id:14
2018-12-31 22:20:15:396 CN: new_year_set, uid:3s2852p20051237, accumulative success, id:9
2019-01-01 00:43:47:809 CN: new_year_set, uid:3s2852p24533542, accumulative success, id:2
2019-01-01 00:53:21:674 CN: new_year_set, uid:3s2852p24533542, accumulative success, id:5
2019-01-01 07:55:29:266 CN: new_year_set, uid:2s2852p24508227, accumulative success, id:20
2019-01-01 07:56:30:154 CN: new_year_set, uid:3s2852p24698680, accumulative success, id:9
2019-01-01 08:54:37:542 CN: new_year_set, uid:56s2852p24505851, accumulative success, id:20
2019-01-01 08:55:49:168 CN: new_year_set, uid:18s2852p24504313, accumulative success, id:20
2019-01-01 09:11:07:265 CN: new_year_set, uid:56s2852p21070492, accumulative success, id:20
2019-01-01 09:35:08:785 CN: new_year_set, uid:14s2852p24508426, accumulative success, id:9
2019-01-01 10:22:34:535 CN: new_year_set, uid:56s2852p24903277, accumulative success, id:20
2019-01-01 10:37:22:721 CN: new_year_set, uid:56s2852p24514233, accumulative success, id:20
2019-01-01 10:53:55:954 CN: new_year_set, uid:3s2852p24437505, accumulative success, id:9
2019-01-01 11:03:18:290 CN: new_year_set, uid:16s2852p22428849, accumulative success, id:9
2019-01-01 11:03:36:437 CN: new_year_set, uid:3s2852p24437505, accumulative success, id:14
2019-01-01 11:20:59:929 CN: new_year_set, uid:14s2852p24508426, accumulative success, id:14
2019-01-01 11:43:01:525 CN: new_year_set, uid:56s2852p25028308, accumulative success, id:20
2019-01-01 11:54:55:122 CN: new_year_set, uid:56s2852p25041705, accumulative success, id:20
2019-01-01 11:56:55:110 CN: new_year_set, uid:16s2852p24508408, accumulative success, id:14
2019-01-01 12:10:10:611 CN: new_year_set, uid:56s2852p21069416, accumulative success, id:20
2019-01-01 13:34:32:152 CN: new_year_set, uid:16s2852p24144367, accumulative success, id:2
2019-01-01 13:39:56:646 CN: new_year_set, uid:5s2852p24121107, accumulative success, id:20
2019-01-01 14:09:03:399 CN: new_year_set, uid:3s2852p24505932, accumulative success, id:9
2019-01-01 15:16:29:209 CN: new_year_set, uid:3s2852p24533542, accumulative success, id:9
2019-01-01 15:25:07:228 CN: new_year_set, uid:9s2852p24506833, accumulative success, id:14
2019-01-01 16:07:47:445 CN: new_year_set, uid:16s2852p24144367, accumulative success, id:5
2019-01-01 18:12:56:355 CN: new_year_set, uid:18s2852p24416404, accumulative success, id:9
2019-01-01 18:23:26:544 CN: new_year_set, uid:14s2852p24521480, accumulative success, id:14
2019-01-01 19:06:08:651 CN: new_year_set, uid:3s2852p24698680, accumulative success, id:14
2019-01-01 22:01:00:698 CN: new_year_set, uid:59s2852p24541925, accumulative success, id:14
2019-01-01 22:28:09:074 CN: new_year_set, uid:56s2852p24508104, accumulative success, id:20
2019-01-01 22:41:28:113 CN: new_year_set, uid:18s2852p24508133, accumulative success, id:14
2018-12-29 12:06:23:226 CN: new_year_set, uid:56s2854p24515513, accumulative success, id:2
2018-12-29 12:06:24:799 CN: new_year_set, uid:56s2854p24515513, accumulative success, id:5
2018-12-29 12:43:35:053 CN: new_year_set, uid:16s2854p24513424, accumulative success, id:2
2018-12-29 13:01:32:385 CN: new_year_set, uid:3s2854p24516958, accumulative success, id:2
2018-12-29 13:03:45:907 CN: new_year_set, uid:3s2854p24516958, accumulative success, id:5
2018-12-29 14:16:59:432 CN: new_year_set, uid:2s2854p24518205, accumulative success, id:5
