2018-12-29 13:15:10:983 CN: new_year_set, uid:3s1172p11991265, accumulative success, id:5
2018-12-29 13:15:13:563 CN: new_year_set, uid:3s1172p11991265, accumulative success, id:2
2018-12-29 13:22:34:359 CN: new_year_set, uid:56s1175p11889383, accumulative success, id:2
2018-12-29 14:09:50:334 CN: new_year_set, uid:6s1172p5206823, accumulative success, id:2
2018-12-29 14:09:54:674 CN: new_year_set, uid:6s1172p5206823, accumulative success, id:5
2018-12-29 14:13:23:127 CN: new_year_set, uid:56s1175p11889383, accumulative success, id:5
2018-12-29 14:40:25:052 CN: new_year_set, uid:2s1171p12219602, accumulative success, id:2
2018-12-29 16:23:43:713 CN: new_year_set, uid:3s1175p520933, accumulative success, id:2
2018-12-29 16:23:45:334 CN: new_year_set, uid:3s1175p520933, accumulative success, id:5
2018-12-29 17:52:00:860 CN: new_year_set, uid:6s1173p11879635, accumulative success, id:2
2018-12-29 17:52:03:219 CN: new_year_set, uid:6s1173p11879635, accumulative success, id:5
2018-12-29 18:54:15:794 CN: new_year_set, uid:3s1174p18821229, accumulative success, id:2
2018-12-29 19:55:48:637 CN: new_year_set, uid:80s1172p12567121, accumulative success, id:2
2018-12-29 20:22:11:497 CN: new_year_set, uid:16s1171p5552786, accumulative success, id:2
2018-12-29 20:25:12:107 CN: new_year_set, uid:16s1171p5552786, accumulative success, id:5
2018-12-29 20:41:35:858 CN: new_year_set, uid:12s1179p11350735, accumulative success, id:2
2018-12-29 20:41:38:888 CN: new_year_set, uid:12s1179p11350735, accumulative success, id:5
2018-12-29 20:47:53:489 CN: new_year_set, uid:6s1179p11910056, accumulative success, id:2
2018-12-29 20:47:57:116 CN: new_year_set, uid:6s1179p11910056, accumulative success, id:5
2018-12-29 20:53:07:171 CN: new_year_set, uid:81s1173p11880206, accumulative success, id:2
2018-12-29 21:09:57:518 CN: new_year_set, uid:81s1173p11880206, accumulative success, id:5
2018-12-29 21:53:19:105 CN: new_year_set, uid:78s1174p11888360, accumulative success, id:2
2018-12-29 21:53:21:546 CN: new_year_set, uid:78s1174p11888360, accumulative success, id:5
2018-12-29 21:56:27:893 CN: new_year_set, uid:56s1171p15125405, accumulative success, id:2
2018-12-29 21:56:30:110 CN: new_year_set, uid:56s1171p15125405, accumulative success, id:5
2018-12-29 22:26:08:977 CN: new_year_set, uid:3s1179p11283187, accumulative success, id:2
2018-12-29 22:26:14:498 CN: new_year_set, uid:3s1179p11283187, accumulative success, id:5
2018-12-29 23:02:02:577 CN: new_year_set, uid:56s1172p11879258, accumulative success, id:2
2018-12-29 23:02:06:954 CN: new_year_set, uid:56s1172p11879258, accumulative success, id:5
2018-12-30 00:16:22:721 CN: new_year_set, uid:59s1177p11893088, accumulative success, id:2
2018-12-30 05:08:20:986 CN: new_year_set, uid:59s1177p11893088, accumulative success, id:5
2018-12-30 06:51:02:480 CN: new_year_set, uid:16s1171p5552786, accumulative success, id:9
2018-12-30 07:23:06:552 CN: new_year_set, uid:80s1172p12567121, accumulative success, id:5
2018-12-30 07:54:48:653 CN: new_year_set, uid:36s1174p11889053, accumulative success, id:2
2018-12-30 08:04:38:109 CN: new_year_set, uid:80s1172p11877313, accumulative success, id:2
2018-12-30 08:15:46:303 CN: new_year_set, uid:36s1174p11889053, accumulative success, id:5
2018-12-30 09:54:54:204 CN: new_year_set, uid:3s1174p18821229, accumulative success, id:5
2018-12-30 10:03:07:505 CN: new_year_set, uid:12s1179p11350735, accumulative success, id:9
2018-12-30 12:21:30:476 CN: new_year_set, uid:80s1172p11877313, accumulative success, id:5
2018-12-30 13:25:42:166 CN: new_year_set, uid:6s1173p11879635, accumulative success, id:9
2018-12-30 13:35:06:867 CN: new_year_set, uid:56s1175p11889383, accumulative success, id:9
2018-12-30 14:33:36:519 CN: new_year_set, uid:2s1171p12219602, accumulative success, id:5
2018-12-30 15:08:24:270 CN: new_year_set, uid:6s1179p15483896, accumulative success, id:2
2018-12-30 15:08:31:858 CN: new_year_set, uid:6s1179p15483896, accumulative success, id:5
2018-12-30 15:39:44:388 CN: new_year_set, uid:5s1174p13930467, accumulative success, id:2
2018-12-30 15:39:47:294 CN: new_year_set, uid:5s1174p13930467, accumulative success, id:5
2018-12-30 15:40:50:628 CN: new_year_set, uid:14s1173p11883147, accumulative success, id:2
2018-12-30 15:41:00:152 CN: new_year_set, uid:14s1173p11883147, accumulative success, id:5
2018-12-30 16:03:54:109 CN: new_year_set, uid:5s1174p11886000, accumulative success, id:2
2018-12-30 16:03:55:311 CN: new_year_set, uid:5s1174p11886000, accumulative success, id:5
2018-12-30 16:21:28:593 CN: new_year_set, uid:5s1174p11886000, accumulative success, id:9
2018-12-30 16:44:12:020 CN: new_year_set, uid:3s1175p520933, accumulative success, id:9
2018-12-30 17:43:28:292 CN: new_year_set, uid:16s1178p11813694, accumulative success, id:2
2018-12-30 17:43:29:640 CN: new_year_set, uid:16s1178p11813694, accumulative success, id:5
2018-12-30 17:43:31:826 CN: new_year_set, uid:16s1178p11813694, accumulative success, id:9
2018-12-30 18:26:07:626 CN: new_year_set, uid:14s1173p11883147, accumulative success, id:9
2018-12-30 18:28:08:525 CN: new_year_set, uid:3s1175p11892935, accumulative success, id:2
2018-12-30 18:28:11:931 CN: new_year_set, uid:3s1175p11892935, accumulative success, id:5
2018-12-30 18:29:37:156 CN: new_year_set, uid:3s1179p11283187, accumulative success, id:9
2018-12-30 18:29:42:901 CN: new_year_set, uid:3s1179p11283187, accumulative success, id:14
2018-12-30 19:04:55:566 CN: new_year_set, uid:6s1179p11910056, accumulative success, id:9
2018-12-30 19:52:48:961 CN: new_year_set, uid:81s1173p11880206, accumulative success, id:9
2018-12-30 23:06:21:909 CN: new_year_set, uid:56s1172p11879258, accumulative success, id:9
2018-12-30 23:16:39:618 CN: new_year_set, uid:78s1174p11888360, accumulative success, id:9
2018-12-31 02:17:07:221 CN: new_year_set, uid:56s1172p17056110, accumulative success, id:2
2018-12-31 02:17:13:060 CN: new_year_set, uid:56s1172p17056110, accumulative success, id:5
2018-12-31 03:04:05:763 CN: new_year_set, uid:56s1172p11877396, accumulative success, id:2
2018-12-31 03:04:07:174 CN: new_year_set, uid:56s1172p11877396, accumulative success, id:5
