2018-12-29 12:58:51:399 CN: new_year_set, uid:56s1410p13897972, accumulative success, id:2
2018-12-29 13:04:35:419 CN: new_year_set, uid:56s1410p13897972, accumulative success, id:5
2018-12-29 13:12:57:952 CN: new_year_set, uid:3s1409p11481497, accumulative success, id:2
2018-12-29 13:14:23:700 CN: new_year_set, uid:56s1407p13911335, accumulative success, id:2
2018-12-29 13:47:10:656 CN: new_year_set, uid:4s1410p13911542, accumulative success, id:2
2018-12-29 14:13:59:354 CN: new_year_set, uid:4s1409p9830947, accumulative success, id:2
2018-12-29 14:14:34:420 CN: new_year_set, uid:56s1407p13911335, accumulative success, id:5
2018-12-29 14:23:25:732 CN: new_year_set, uid:4s1409p9830947, accumulative success, id:5
2018-12-29 14:39:18:368 CN: new_year_set, uid:10s1407p13812384, accumulative success, id:2
2018-12-29 14:59:12:494 CN: new_year_set, uid:56s1406p13863050, accumulative success, id:2
2018-12-29 14:59:13:957 CN: new_year_set, uid:56s1406p13863050, accumulative success, id:5
2018-12-29 15:02:00:836 CN: new_year_set, uid:3s1405p12468830, accumulative success, id:2
2018-12-29 15:02:04:180 CN: new_year_set, uid:3s1405p12468830, accumulative success, id:5
2018-12-29 15:37:28:063 CN: new_year_set, uid:3s1407p13873114, accumulative success, id:2
2018-12-29 15:37:30:352 CN: new_year_set, uid:3s1407p13873114, accumulative success, id:5
2018-12-29 16:09:32:482 CN: new_year_set, uid:2s1410p13910772, accumulative success, id:2
2018-12-29 16:09:56:344 CN: new_year_set, uid:2s1410p13910772, accumulative success, id:5
2018-12-29 16:54:00:976 CN: new_year_set, uid:56s1410p13914314, accumulative success, id:5
2018-12-29 16:54:02:148 CN: new_year_set, uid:56s1410p13914314, accumulative success, id:2
2018-12-29 17:04:32:972 CN: new_year_set, uid:5s1407p13881713, accumulative success, id:2
2018-12-29 17:04:34:402 CN: new_year_set, uid:5s1407p13881713, accumulative success, id:5
2018-12-29 17:29:38:572 CN: new_year_set, uid:6s1407p13885480, accumulative success, id:2
2018-12-29 17:30:02:208 CN: new_year_set, uid:6s1407p13885480, accumulative success, id:5
2018-12-29 18:45:58:474 CN: new_year_set, uid:3s1409p13903755, accumulative success, id:2
2018-12-29 18:46:00:331 CN: new_year_set, uid:3s1409p13903755, accumulative success, id:5
2018-12-29 19:00:45:985 CN: new_year_set, uid:56s1410p13915939, accumulative success, id:2
2018-12-29 19:04:33:607 CN: new_year_set, uid:18s1401p13840361, accumulative success, id:2
2018-12-29 19:04:42:195 CN: new_year_set, uid:18s1401p13840361, accumulative success, id:5
2018-12-29 19:06:12:264 CN: new_year_set, uid:56s1406p13874975, accumulative success, id:2
2018-12-29 19:06:22:468 CN: new_year_set, uid:56s1406p13874975, accumulative success, id:5
2018-12-29 19:14:52:478 CN: new_year_set, uid:56s1410p13915939, accumulative success, id:5
2018-12-29 19:22:43:196 CN: new_year_set, uid:6s1403p13849651, accumulative success, id:5
2018-12-29 19:22:49:078 CN: new_year_set, uid:6s1403p13849651, accumulative success, id:2
2018-12-29 19:30:20:586 CN: new_year_set, uid:56s1408p13889118, accumulative success, id:2
2018-12-29 19:30:21:876 CN: new_year_set, uid:56s1408p13889118, accumulative success, id:5
2018-12-29 19:40:42:355 CN: new_year_set, uid:2s1409p13903316, accumulative success, id:2
2018-12-29 19:40:45:646 CN: new_year_set, uid:2s1409p13903316, accumulative success, id:5
2018-12-29 19:52:15:732 CN: new_year_set, uid:31s1410p13903840, accumulative success, id:2
2018-12-29 19:52:20:647 CN: new_year_set, uid:31s1410p13903840, accumulative success, id:5
2018-12-29 20:25:00:696 CN: new_year_set, uid:31s1403p13857297, accumulative success, id:5
2018-12-29 20:25:01:732 CN: new_year_set, uid:31s1403p13857297, accumulative success, id:2
2018-12-29 20:30:16:288 CN: new_year_set, uid:3s1402p13841678, accumulative success, id:2
2018-12-29 20:30:19:413 CN: new_year_set, uid:3s1402p13841678, accumulative success, id:5
2018-12-29 21:00:43:548 CN: new_year_set, uid:6s1405p13548254, accumulative success, id:2
2018-12-29 21:55:44:416 CN: new_year_set, uid:2s1409p14018105, accumulative success, id:2
2018-12-29 21:55:46:464 CN: new_year_set, uid:2s1409p14018105, accumulative success, id:5
2018-12-29 22:13:08:740 CN: new_year_set, uid:2s1403p13856315, accumulative success, id:2
2018-12-29 22:13:11:132 CN: new_year_set, uid:2s1403p13856315, accumulative success, id:5
2018-12-29 22:25:59:728 CN: new_year_set, uid:16s1409p20763389, accumulative success, id:2
2018-12-29 22:58:52:606 CN: new_year_set, uid:19s1410p3613599, accumulative success, id:2
2018-12-30 00:05:06:963 CN: new_year_set, uid:16s1409p11129040, accumulative success, id:2
2018-12-30 00:05:08:623 CN: new_year_set, uid:16s1409p11129040, accumulative success, id:5
2018-12-30 06:29:39:509 CN: new_year_set, uid:3s1408p12441156, accumulative success, id:2
2018-12-30 06:47:24:316 CN: new_year_set, uid:5s1405p10521102, accumulative success, id:2
2018-12-30 06:47:33:546 CN: new_year_set, uid:5s1405p10521102, accumulative success, id:5
2018-12-30 07:09:13:716 CN: new_year_set, uid:31s1410p13903840, accumulative success, id:9
2018-12-30 07:26:18:627 CN: new_year_set, uid:3s1406p9996841, accumulative success, id:2
2018-12-30 08:01:46:101 CN: new_year_set, uid:3s1409p11481497, accumulative success, id:5
2018-12-30 08:13:54:753 CN: new_year_set, uid:16s1409p20763389, accumulative success, id:5
2018-12-30 08:21:12:506 CN: new_year_set, uid:56s1410p13915939, accumulative success, id:9
2018-12-30 08:27:39:989 CN: new_year_set, uid:6s1407p13885480, accumulative success, id:9
2018-12-30 09:06:52:943 CN: new_year_set, uid:16s1409p20763389, accumulative success, id:9
2018-12-30 09:10:28:333 CN: new_year_set, uid:77s1410p15034047, accumulative success, id:2
2018-12-30 09:10:30:484 CN: new_year_set, uid:77s1410p15034047, accumulative success, id:5
2018-12-30 09:12:37:536 CN: new_year_set, uid:4s1410p13911542, accumulative success, id:5
2018-12-30 09:28:24:616 CN: new_year_set, uid:2s1409p14018105, accumulative success, id:9
2018-12-30 10:56:17:919 CN: new_year_set, uid:18s1401p13840361, accumulative success, id:9
2018-12-30 11:11:13:489 CN: new_year_set, uid:56s1410p13898704, accumulative success, id:2
2018-12-30 11:11:14:690 CN: new_year_set, uid:56s1410p13898704, accumulative success, id:5
2018-12-30 11:17:23:560 CN: new_year_set, uid:56s1407p13911335, accumulative success, id:9
2018-12-30 11:42:32:836 CN: new_year_set, uid:77s1404p13842524, accumulative success, id:2
2018-12-30 11:42:35:828 CN: new_year_set, uid:77s1404p13842524, accumulative success, id:5
2018-12-30 11:49:49:840 CN: new_year_set, uid:14s1409p8789928, accumulative success, id:2
2018-12-30 11:49:53:061 CN: new_year_set, uid:14s1409p8789928, accumulative success, id:5
2018-12-30 12:02:23:509 CN: new_year_set, uid:16s1404p13857607, accumulative success, id:2
2018-12-30 12:13:20:667 CN: new_year_set, uid:2s1403p13856315, accumulative success, id:9
2018-12-30 12:25:17:437 CN: new_year_set, uid:56s1410p13898704, accumulative success, id:9
2018-12-30 12:51:25:072 CN: new_year_set, uid:3s1407p13873114, accumulative success, id:9
2018-12-30 12:54:34:129 CN: new_year_set, uid:19s1408p13892429, accumulative success, id:5
2018-12-30 12:54:36:116 CN: new_year_set, uid:19s1408p13892429, accumulative success, id:2
2018-12-30 13:10:11:578 CN: new_year_set, uid:19s1408p13892429, accumulative success, id:9
2018-12-30 13:11:14:379 CN: new_year_set, uid:19s1410p3613599, accumulative success, id:5
2018-12-30 13:11:35:635 CN: new_year_set, uid:3s1409p11481497, accumulative success, id:9
2018-12-30 13:15:50:242 CN: new_year_set, uid:56s1406p13874975, accumulative success, id:9
2018-12-30 13:21:55:664 CN: new_year_set, uid:56s1410p13915939, accumulative success, id:14
2018-12-30 14:00:28:539 CN: new_year_set, uid:4s1409p9830947, accumulative success, id:9
2018-12-30 14:26:23:177 CN: new_year_set, uid:2s1409p14018105, accumulative success, id:14
2018-12-30 14:28:47:044 CN: new_year_set, uid:2s1409p13903316, accumulative success, id:9
2018-12-30 14:46:43:164 CN: new_year_set, uid:5s1407p13881713, accumulative success, id:9
2018-12-30 15:02:09:791 CN: new_year_set, uid:56s1407p13883235, accumulative success, id:2
2018-12-30 15:02:10:927 CN: new_year_set, uid:56s1407p13883235, accumulative success, id:5
2018-12-30 15:37:40:101 CN: new_year_set, uid:10s1407p13812384, accumulative success, id:5
2018-12-30 15:48:01:487 CN: new_year_set, uid:56s1406p13863050, accumulative success, id:9
2018-12-30 16:08:22:239 CN: new_year_set, uid:56s1408p13889118, accumulative success, id:9
2018-12-30 16:17:57:086 CN: new_year_set, uid:18s1408p13894590, accumulative success, id:2
2018-12-30 16:18:01:619 CN: new_year_set, uid:18s1408p13894590, accumulative success, id:5
2018-12-30 16:21:27:720 CN: new_year_set, uid:19s1410p3613599, accumulative success, id:9
2018-12-30 16:27:31:884 CN: new_year_set, uid:3s1405p13840065, accumulative success, id:2
2018-12-30 16:27:34:384 CN: new_year_set, uid:3s1405p13840065, accumulative success, id:5
2018-12-30 16:27:36:453 CN: new_year_set, uid:3s1405p13840065, accumulative success, id:9
2018-12-30 16:37:40:836 CN: new_year_set, uid:16s1405p12804557, accumulative success, id:2
2018-12-30 16:55:04:599 CN: new_year_set, uid:56s1401p13922130, accumulative success, id:2
2018-12-30 16:55:07:985 CN: new_year_set, uid:56s1401p13922130, accumulative success, id:5
2018-12-30 16:55:19:614 CN: new_year_set, uid:6s1403p13849651, accumulative success, id:9
2018-12-30 16:55:21:057 CN: new_year_set, uid:6s1403p13849651, accumulative success, id:14
2018-12-30 17:17:16:888 CN: new_year_set, uid:77s1410p15034047, accumulative success, id:9
2018-12-30 17:24:17:861 CN: new_year_set, uid:56s1401p13922130, accumulative success, id:9
2018-12-30 17:51:43:673 CN: new_year_set, uid:5s1405p10521102, accumulative success, id:9
2018-12-30 18:01:12:003 CN: new_year_set, uid:31s1403p13857297, accumulative success, id:9
2018-12-30 18:01:13:061 CN: new_year_set, uid:31s1403p13857297, accumulative success, id:14
2018-12-30 18:06:32:895 CN: new_year_set, uid:3s1409p13903755, accumulative success, id:9
2018-12-30 18:28:33:216 CN: new_year_set, uid:3s1405p12468830, accumulative success, id:9
2018-12-30 19:44:40:772 CN: new_year_set, uid:24s1406p13877427, accumulative success, id:2
2018-12-30 19:44:46:530 CN: new_year_set, uid:24s1406p13877427, accumulative success, id:5
2018-12-30 20:25:22:059 CN: new_year_set, uid:6s1405p13548254, accumulative success, id:5
2018-12-30 21:04:42:681 CN: new_year_set, uid:19s1407p13881657, accumulative success, id:2
2018-12-30 21:04:45:472 CN: new_year_set, uid:19s1407p13881657, accumulative success, id:5
2018-12-30 21:08:02:217 CN: new_year_set, uid:6s1405p13548254, accumulative success, id:9
2018-12-30 21:31:07:581 CN: new_year_set, uid:3s1408p13931350, accumulative success, id:2
2018-12-30 22:00:23:141 CN: new_year_set, uid:10s1402p13820006, accumulative success, id:2
2018-12-30 22:00:24:855 CN: new_year_set, uid:10s1402p13820006, accumulative success, id:5
2018-12-30 22:08:45:251 CN: new_year_set, uid:3s1402p13841678, accumulative success, id:9
2018-12-30 22:14:15:358 CN: new_year_set, uid:56s1401p13834197, accumulative success, id:2
2018-12-30 22:14:16:596 CN: new_year_set, uid:56s1401p13834197, accumulative success, id:5
2018-12-30 22:55:58:479 CN: new_year_set, uid:16s1404p13857607, accumulative success, id:5
2018-12-30 23:26:38:972 CN: new_year_set, uid:16s1402p13851197, accumulative success, id:2
2018-12-30 23:26:41:880 CN: new_year_set, uid:16s1402p13851197, accumulative success, id:5
2018-12-30 23:44:43:571 CN: new_year_set, uid:56s1410p13911807, accumulative success, id:2
2018-12-30 23:44:45:391 CN: new_year_set, uid:56s1410p13911807, accumulative success, id:5
2018-12-31 00:30:10:624 CN: new_year_set, uid:77s1404p13842524, accumulative success, id:9
2018-12-31 06:54:31:770 CN: new_year_set, uid:16s1409p20763389, accumulative success, id:14
2018-12-31 07:01:42:693 CN: new_year_set, uid:31s1410p13903840, accumulative success, id:14
2018-12-31 07:43:58:040 CN: new_year_set, uid:4s1402p6990721, accumulative success, id:2
2018-12-31 08:00:23:678 CN: new_year_set, uid:3s1409p11481497, accumulative success, id:14
2018-12-31 08:20:17:124 CN: new_year_set, uid:19s1407p13881657, accumulative success, id:9
2018-12-31 08:30:14:744 CN: new_year_set, uid:6s1407p13885480, accumulative success, id:14
2018-12-31 08:40:38:431 CN: new_year_set, uid:14s1409p8789928, accumulative success, id:9
2018-12-31 08:47:43:586 CN: new_year_set, uid:14s1409p8789928, accumulative success, id:14
2018-12-31 09:32:09:836 CN: new_year_set, uid:56s1410p13915939, accumulative success, id:20
2018-12-31 09:42:55:949 CN: new_year_set, uid:77s1410p15034047, accumulative success, id:14
2018-12-31 09:58:25:598 CN: new_year_set, uid:5s1407p13881713, accumulative success, id:14
2018-12-31 10:16:38:248 CN: new_year_set, uid:18s1401p13840361, accumulative success, id:14
2018-12-31 10:17:20:313 CN: new_year_set, uid:2s1410p13910772, accumulative success, id:9
2018-12-31 10:35:55:344 CN: new_year_set, uid:56s1410p13911807, accumulative success, id:9
2018-12-31 10:41:57:810 CN: new_year_set, uid:2s1410p13910772, accumulative success, id:14
2018-12-31 10:55:54:380 CN: new_year_set, uid:6s1405p13548254, accumulative success, id:14
2018-12-31 11:18:37:954 CN: new_year_set, uid:2s1409p14018105, accumulative success, id:20
2018-12-31 11:39:25:713 CN: new_year_set, uid:3s1405p13840065, accumulative success, id:20
2018-12-31 11:50:12:827 CN: new_year_set, uid:19s1408p13892429, accumulative success, id:14
2018-12-31 12:48:09:963 CN: new_year_set, uid:56s1406p13863050, accumulative success, id:14
2018-12-31 13:06:37:167 CN: new_year_set, uid:56s1407p13911335, accumulative success, id:14
2018-12-31 13:47:34:985 CN: new_year_set, uid:56s1401p13834197, accumulative success, id:14
2018-12-31 13:49:03:294 CN: new_year_set, uid:4s1409p9830947, accumulative success, id:14
2018-12-31 13:49:06:098 CN: new_year_set, uid:56s1406p13874975, accumulative success, id:14
2018-12-31 13:51:59:051 CN: new_year_set, uid:10s1407p13812384, accumulative success, id:9
2018-12-31 14:23:56:834 CN: new_year_set, uid:56s1408p13894420, accumulative success, id:2
2018-12-31 14:23:58:174 CN: new_year_set, uid:56s1408p13894420, accumulative success, id:5
2018-12-31 14:29:36:697 CN: new_year_set, uid:3s1409p13903755, accumulative success, id:14
2018-12-31 14:57:40:880 CN: new_year_set, uid:16s1405p12804557, accumulative success, id:5
2018-12-31 16:14:56:365 CN: new_year_set, uid:6s1403p13849651, accumulative success, id:20
2018-12-31 16:21:49:477 CN: new_year_set, uid:5s1405p10521102, accumulative success, id:14
2018-12-31 16:50:26:679 CN: new_year_set, uid:77s1404p13842524, accumulative success, id:14
2018-12-31 18:00:05:802 CN: new_year_set, uid:56s1408p13889118, accumulative success, id:14
2018-12-31 18:46:13:267 CN: new_year_set, uid:16s1402p13851197, accumulative success, id:9
2018-12-31 18:53:19:683 CN: new_year_set, uid:56s1410p13897972, accumulative success, id:9
2018-12-31 18:54:56:731 CN: new_year_set, uid:3s1407p13873114, accumulative success, id:14
2018-12-31 19:00:36:581 CN: new_year_set, uid:2s1403p13856315, accumulative success, id:14
2018-12-31 19:22:47:915 CN: new_year_set, uid:2s1409p13903316, accumulative success, id:14
2018-12-31 19:34:27:121 CN: new_year_set, uid:31s1403p13857297, accumulative success, id:20
2018-12-31 20:04:06:976 CN: new_year_set, uid:3s1402p13841678, accumulative success, id:14
2018-12-31 20:45:47:949 CN: new_year_set, uid:19s1407p13881657, accumulative success, id:14
2018-12-31 20:59:27:744 CN: new_year_set, uid:56s1410p13897972, accumulative success, id:14
2018-12-31 21:06:46:761 CN: new_year_set, uid:3s1405p12468830, accumulative success, id:14
2018-12-31 21:07:23:652 CN: new_year_set, uid:6s1405p13548254, accumulative success, id:20
2018-12-31 21:08:51:369 CN: new_year_set, uid:16s1409p11129040, accumulative success, id:9
2018-12-31 21:15:09:018 CN: new_year_set, uid:16s1409p11129040, accumulative success, id:14
2018-12-31 21:52:14:336 CN: new_year_set, uid:56s1410p13898704, accumulative success, id:14
2018-12-31 22:05:32:667 CN: new_year_set, uid:56s1401p13922130, accumulative success, id:14
2018-12-31 22:14:50:286 CN: new_year_set, uid:3s1409p13899381, accumulative success, id:2
2018-12-31 22:14:51:858 CN: new_year_set, uid:3s1409p13899381, accumulative success, id:5
2018-12-31 22:16:33:264 CN: new_year_set, uid:77s1404p13842524, accumulative success, id:20
2018-12-31 23:48:25:007 CN: new_year_set, uid:10s1402p13820006, accumulative success, id:9
2019-01-01 00:49:22:707 CN: new_year_set, uid:4s1410p13911542, accumulative success, id:9
2019-01-01 05:07:53:847 CN: new_year_set, uid:3s1409p13903755, accumulative success, id:20
2019-01-01 05:19:49:696 CN: new_year_set, uid:3s1406p9996841, accumulative success, id:5
2019-01-01 05:29:56:709 CN: new_year_set, uid:3s1409p11481497, accumulative success, id:20
2019-01-01 06:57:58:725 CN: new_year_set, uid:5s1405p10521102, accumulative success, id:20
2019-01-01 07:03:13:305 CN: new_year_set, uid:31s1410p13903840, accumulative success, id:20
2019-01-01 07:23:52:710 CN: new_year_set, uid:2s1409p13903316, accumulative success, id:20
2019-01-01 07:47:42:780 CN: new_year_set, uid:4s1402p6990721, accumulative success, id:5
2019-01-01 07:49:45:196 CN: new_year_set, uid:4s1402p20158041, accumulative success, id:2
2019-01-01 07:51:31:216 CN: new_year_set, uid:4s1402p20158041, accumulative success, id:5
2019-01-01 08:03:59:008 CN: new_year_set, uid:19s1408p13892429, accumulative success, id:20
2019-01-01 08:17:41:998 CN: new_year_set, uid:5s1407p13881713, accumulative success, id:20
2019-01-01 08:26:22:809 CN: new_year_set, uid:77s1410p15034047, accumulative success, id:20
2019-01-01 08:51:02:165 CN: new_year_set, uid:56s1406p13863050, accumulative success, id:20
2019-01-01 09:18:23:230 CN: new_year_set, uid:16s1402p21867192, accumulative success, id:2
