2018-12-29 10:51:18:263 CN: new_year_set, uid:62s200p889319, accumulative success, id:2
2018-12-29 10:52:00:626 CN: new_year_set, uid:62s200p938948, accumulative success, id:2
2018-12-29 11:12:35:727 CN: new_year_set, uid:62s196p1573299, accumulative success, id:2
2018-12-29 11:12:37:579 CN: new_year_set, uid:62s196p1573299, accumulative success, id:5
2018-12-29 11:22:41:397 CN: new_year_set, uid:62s200p889319, accumulative success, id:5
2018-12-29 11:24:20:093 CN: new_year_set, uid:62s195p1655998, accumulative success, id:2
2018-12-29 11:30:11:159 CN: new_year_set, uid:62s199p1678678, accumulative success, id:2
2018-12-29 11:30:32:098 CN: new_year_set, uid:62s199p1678678, accumulative success, id:5
2018-12-29 11:35:14:550 CN: new_year_set, uid:62s194p1651424, accumulative success, id:2
2018-12-29 11:35:17:396 CN: new_year_set, uid:62s194p1651424, accumulative success, id:5
2018-12-29 11:37:50:037 CN: new_year_set, uid:62s196p1660645, accumulative success, id:2
2018-12-29 11:37:51:525 CN: new_year_set, uid:62s196p1660645, accumulative success, id:5
2018-12-29 11:48:43:228 CN: new_year_set, uid:62s192p773701, accumulative success, id:2
2018-12-29 11:48:46:905 CN: new_year_set, uid:62s192p773701, accumulative success, id:5
2018-12-29 12:00:09:936 CN: new_year_set, uid:62s199p1672853, accumulative success, id:2
2018-12-29 12:08:33:362 CN: new_year_set, uid:62s200p171284, accumulative success, id:2
2018-12-29 12:08:35:553 CN: new_year_set, uid:62s200p171284, accumulative success, id:5
2018-12-29 12:12:55:923 CN: new_year_set, uid:62s200p1104374, accumulative success, id:2
2018-12-29 12:12:57:330 CN: new_year_set, uid:62s200p1104374, accumulative success, id:5
2018-12-29 12:27:11:270 CN: new_year_set, uid:62s192p1641808, accumulative success, id:2
2018-12-29 12:29:31:683 CN: new_year_set, uid:62s192p1641808, accumulative success, id:5
2018-12-29 12:30:11:831 CN: new_year_set, uid:62s198p1670765, accumulative success, id:2
2018-12-29 12:32:21:239 CN: new_year_set, uid:62s198p1670765, accumulative success, id:5
2018-12-29 12:46:28:184 CN: new_year_set, uid:62s191p213961, accumulative success, id:2
2018-12-29 12:46:30:875 CN: new_year_set, uid:62s191p213961, accumulative success, id:5
2018-12-29 12:58:00:645 CN: new_year_set, uid:62s193p177057, accumulative success, id:2
2018-12-29 12:58:02:135 CN: new_year_set, uid:62s193p177057, accumulative success, id:5
2018-12-29 13:09:56:632 CN: new_year_set, uid:62s200p1684361, accumulative success, id:2
2018-12-29 13:10:02:659 CN: new_year_set, uid:62s200p1684361, accumulative success, id:5
2018-12-29 13:14:01:455 CN: new_year_set, uid:62s195p1658753, accumulative success, id:2
2018-12-29 13:16:39:155 CN: new_year_set, uid:62s195p1658753, accumulative success, id:5
2018-12-29 13:19:56:879 CN: new_year_set, uid:62s191p1390147, accumulative success, id:2
2018-12-29 13:20:08:704 CN: new_year_set, uid:62s191p1390147, accumulative success, id:5
2018-12-29 13:27:52:055 CN: new_year_set, uid:62s198p1281795, accumulative success, id:2
2018-12-29 13:27:58:222 CN: new_year_set, uid:62s198p1281795, accumulative success, id:5
2018-12-29 13:34:12:510 CN: new_year_set, uid:62s191p1637231, accumulative success, id:2
2018-12-29 13:34:19:685 CN: new_year_set, uid:62s191p1637231, accumulative success, id:5
2018-12-29 13:40:41:235 CN: new_year_set, uid:62s197p1666658, accumulative success, id:2
2018-12-29 13:49:03:087 CN: new_year_set, uid:62s200p482744, accumulative success, id:2
2018-12-29 13:49:05:419 CN: new_year_set, uid:62s200p482744, accumulative success, id:5
2018-12-29 13:52:54:974 CN: new_year_set, uid:62s200p885697, accumulative success, id:2
2018-12-29 13:58:31:443 CN: new_year_set, uid:62s193p227000, accumulative success, id:2
2018-12-29 13:58:33:837 CN: new_year_set, uid:62s193p227000, accumulative success, id:5
2018-12-29 13:59:26:811 CN: new_year_set, uid:62s200p885697, accumulative success, id:5
2018-12-29 14:04:49:457 CN: new_year_set, uid:62s191p80330, accumulative success, id:2
2018-12-29 14:07:03:598 CN: new_year_set, uid:62s192p1644315, accumulative success, id:2
2018-12-29 14:21:35:862 CN: new_year_set, uid:62s192p1644315, accumulative success, id:5
2018-12-29 14:25:25:292 CN: new_year_set, uid:62s191p1635894, accumulative success, id:2
2018-12-29 14:25:37:795 CN: new_year_set, uid:62s191p1635894, accumulative success, id:5
2018-12-29 14:29:11:413 CN: new_year_set, uid:62s200p1693022, accumulative success, id:2
2018-12-29 14:29:13:727 CN: new_year_set, uid:62s200p1693022, accumulative success, id:5
2018-12-29 14:38:40:761 CN: new_year_set, uid:62s195p1743420, accumulative success, id:2
2018-12-29 14:44:08:171 CN: new_year_set, uid:62s191p1730339, accumulative success, id:2
2018-12-29 14:55:30:465 CN: new_year_set, uid:62s191p1730339, accumulative success, id:5
2018-12-29 15:01:27:369 CN: new_year_set, uid:62s199p1672853, accumulative success, id:5
2018-12-29 15:11:49:371 CN: new_year_set, uid:62s194p1973673, accumulative success, id:2
