2018-12-29 12:26:14:101 CN: new_year_set, uid:19s200p2651210, accumulative success, id:2
2018-12-29 12:26:18:498 CN: new_year_set, uid:19s200p2651210, accumulative success, id:5
2018-12-29 12:44:52:502 CN: new_year_set, uid:19s199p8168057, accumulative success, id:2
2018-12-29 12:44:55:419 CN: new_year_set, uid:19s199p8168057, accumulative success, id:5
2018-12-29 13:02:52:701 CN: new_year_set, uid:10s197p2611211, accumulative success, id:2
2018-12-29 13:02:54:586 CN: new_year_set, uid:10s197p2611211, accumulative success, id:5
2018-12-29 13:13:36:401 CN: new_year_set, uid:14s193p10380660, accumulative success, id:2
2018-12-29 13:13:37:661 CN: new_year_set, uid:14s193p10380660, accumulative success, id:5
2018-12-29 13:14:06:515 CN: new_year_set, uid:3s196p2598626, accumulative success, id:2
2018-12-29 13:14:07:608 CN: new_year_set, uid:3s196p2598626, accumulative success, id:5
2018-12-29 13:15:31:812 CN: new_year_set, uid:4s196p2595016, accumulative success, id:2
2018-12-29 13:32:10:703 CN: new_year_set, uid:4s196p2595016, accumulative success, id:5
2018-12-29 13:42:08:574 CN: new_year_set, uid:47s200p2642663, accumulative success, id:2
2018-12-29 13:42:15:786 CN: new_year_set, uid:47s200p2642663, accumulative success, id:5
2018-12-29 13:47:35:665 CN: new_year_set, uid:6s194p1944807, accumulative success, id:2
2018-12-29 13:47:38:328 CN: new_year_set, uid:6s194p1944807, accumulative success, id:5
2018-12-29 13:57:46:246 CN: new_year_set, uid:3s194p2572647, accumulative success, id:5
2018-12-29 13:57:48:144 CN: new_year_set, uid:3s194p2572647, accumulative success, id:2
2018-12-29 14:27:23:823 CN: new_year_set, uid:3s194p247364, accumulative success, id:2
2018-12-29 14:27:26:088 CN: new_year_set, uid:3s194p247364, accumulative success, id:5
2018-12-29 14:30:52:726 CN: new_year_set, uid:47s200p10055693, accumulative success, id:2
2018-12-29 14:37:08:277 CN: new_year_set, uid:3s196p1281150, accumulative success, id:2
2018-12-29 14:37:17:135 CN: new_year_set, uid:3s196p1281150, accumulative success, id:5
2018-12-29 14:51:18:649 CN: new_year_set, uid:3s191p2517087, accumulative success, id:5
2018-12-29 14:51:21:209 CN: new_year_set, uid:3s191p2517087, accumulative success, id:2
2018-12-29 15:02:49:087 CN: new_year_set, uid:4s196p2603792, accumulative success, id:2
2018-12-29 15:02:51:531 CN: new_year_set, uid:4s196p2603792, accumulative success, id:5
2018-12-29 15:06:11:307 CN: new_year_set, uid:16s200p24974391, accumulative success, id:2
2018-12-29 15:21:28:703 CN: new_year_set, uid:5s200p2685438, accumulative success, id:2
2018-12-29 15:21:41:160 CN: new_year_set, uid:5s200p2685438, accumulative success, id:5
2018-12-29 15:28:00:588 CN: new_year_set, uid:3s198p2614750, accumulative success, id:2
2018-12-29 15:28:09:387 CN: new_year_set, uid:3s198p2614750, accumulative success, id:5
2018-12-29 15:53:22:413 CN: new_year_set, uid:16s200p24974391, accumulative success, id:5
2018-12-29 17:08:44:330 CN: new_year_set, uid:2s194p2577588, accumulative success, id:2
2018-12-29 17:23:03:026 CN: new_year_set, uid:2s194p2577588, accumulative success, id:5
2018-12-29 17:25:43:292 CN: new_year_set, uid:3s194p2499642, accumulative success, id:2
2018-12-29 17:25:53:533 CN: new_year_set, uid:3s194p2499642, accumulative success, id:5
2018-12-29 17:55:46:296 CN: new_year_set, uid:47s193p2562346, accumulative success, id:2
2018-12-29 17:55:48:931 CN: new_year_set, uid:47s193p2562346, accumulative success, id:5
2018-12-29 18:39:34:494 CN: new_year_set, uid:47s200p8423427, accumulative success, id:2
2018-12-29 18:39:37:202 CN: new_year_set, uid:47s200p8423427, accumulative success, id:5
2018-12-29 18:57:34:118 CN: new_year_set, uid:3s200p2758656, accumulative success, id:2
2018-12-29 18:57:36:596 CN: new_year_set, uid:3s200p2758656, accumulative success, id:5
2018-12-29 19:04:58:732 CN: new_year_set, uid:4s192p2214256, accumulative success, id:2
2018-12-29 19:07:16:722 CN: new_year_set, uid:9s198p2616735, accumulative success, id:2
2018-12-29 19:08:34:337 CN: new_year_set, uid:4s192p2214256, accumulative success, id:5
2018-12-29 19:12:04:145 CN: new_year_set, uid:9s198p2616735, accumulative success, id:5
2018-12-29 19:15:02:280 CN: new_year_set, uid:4s200p1695325, accumulative success, id:2
2018-12-29 19:15:04:000 CN: new_year_set, uid:4s200p1695325, accumulative success, id:5
2018-12-29 19:30:33:869 CN: new_year_set, uid:2s198p2615706, accumulative success, id:2
2018-12-29 19:37:45:515 CN: new_year_set, uid:2s198p2615706, accumulative success, id:5
2018-12-29 19:47:03:441 CN: new_year_set, uid:12s191p3137034, accumulative success, id:2
2018-12-29 19:47:17:630 CN: new_year_set, uid:12s191p3137034, accumulative success, id:5
2018-12-29 19:50:26:949 CN: new_year_set, uid:4s195p1733440, accumulative success, id:2
2018-12-29 20:15:38:743 CN: new_year_set, uid:47s200p10055693, accumulative success, id:5
2018-12-29 20:17:30:260 CN: new_year_set, uid:10s200p6603922, accumulative success, id:2
2018-12-29 21:19:02:091 CN: new_year_set, uid:4s196p5020765, accumulative success, id:2
2018-12-29 21:19:44:308 CN: new_year_set, uid:4s196p5020765, accumulative success, id:5
2018-12-29 23:21:16:502 CN: new_year_set, uid:5s194p2572105, accumulative success, id:2
2018-12-29 23:21:17:572 CN: new_year_set, uid:5s194p2572105, accumulative success, id:5
2018-12-30 00:15:50:111 CN: new_year_set, uid:18s200p24974433, accumulative success, id:2
2018-12-30 00:25:28:497 CN: new_year_set, uid:3s194p14594106, accumulative success, id:2
2018-12-30 00:58:07:106 CN: new_year_set, uid:5s200p2616212, accumulative success, id:2
2018-12-30 00:58:11:701 CN: new_year_set, uid:5s200p2616212, accumulative success, id:5
2018-12-30 00:58:14:380 CN: new_year_set, uid:3s200p2959740, accumulative success, id:2
2018-12-30 01:11:20:046 CN: new_year_set, uid:5s200p4193737, accumulative success, id:5
2018-12-30 01:11:24:801 CN: new_year_set, uid:5s200p4193737, accumulative success, id:2
2018-12-30 01:14:05:691 CN: new_year_set, uid:3s200p3547682, accumulative success, id:5
2018-12-30 01:14:07:481 CN: new_year_set, uid:3s200p3547682, accumulative success, id:2
2018-12-30 04:09:36:377 CN: new_year_set, uid:6s194p1944807, accumulative success, id:9
2018-12-30 06:33:28:208 CN: new_year_set, uid:3s193p2558161, accumulative success, id:2
2018-12-30 06:33:32:345 CN: new_year_set, uid:3s193p2558161, accumulative success, id:5
2018-12-30 06:52:37:785 CN: new_year_set, uid:5s200p23562759, accumulative success, id:2
2018-12-30 07:18:39:772 CN: new_year_set, uid:4s195p1733440, accumulative success, id:5
2018-12-30 07:47:58:318 CN: new_year_set, uid:80s197p9780542, accumulative success, id:2
2018-12-30 07:48:00:761 CN: new_year_set, uid:80s197p9780542, accumulative success, id:5
