2018-12-29 12:35:51:358 CN: new_year_set, uid:24s1894p22550790, accumulative success, id:2
2018-12-29 13:13:45:056 CN: new_year_set, uid:10s1892p17449457, accumulative success, id:2
2018-12-29 13:38:08:320 CN: new_year_set, uid:2s1900p17581336, accumulative success, id:2
2018-12-29 13:38:10:955 CN: new_year_set, uid:2s1900p17581336, accumulative success, id:5
2018-12-29 14:12:43:682 CN: new_year_set, uid:2s1900p17565256, accumulative success, id:2
2018-12-29 14:12:55:465 CN: new_year_set, uid:2s1900p17565256, accumulative success, id:5
2018-12-29 14:54:19:858 CN: new_year_set, uid:10s1892p17449457, accumulative success, id:5
2018-12-29 15:01:48:010 CN: new_year_set, uid:56s1897p17697101, accumulative success, id:2
2018-12-29 15:01:54:451 CN: new_year_set, uid:56s1897p17697101, accumulative success, id:5
2018-12-29 15:13:37:306 CN: new_year_set, uid:2s1900p17509922, accumulative success, id:2
2018-12-29 15:13:39:158 CN: new_year_set, uid:2s1900p17509922, accumulative success, id:5
2018-12-29 16:12:06:403 CN: new_year_set, uid:2s1900p17557205, accumulative success, id:2
2018-12-29 16:12:08:193 CN: new_year_set, uid:2s1900p17557205, accumulative success, id:5
2018-12-29 18:19:27:209 CN: new_year_set, uid:16s1891p17571285, accumulative success, id:2
2018-12-29 18:29:17:323 CN: new_year_set, uid:16s1891p17571285, accumulative success, id:5
2018-12-29 18:53:21:460 CN: new_year_set, uid:3s1892p22120613, accumulative success, id:2
2018-12-29 18:53:24:304 CN: new_year_set, uid:3s1892p22120613, accumulative success, id:5
2018-12-29 19:05:45:148 CN: new_year_set, uid:19s1894p22397398, accumulative success, id:2
2018-12-29 19:16:02:441 CN: new_year_set, uid:24s1894p22550790, accumulative success, id:5
2018-12-29 19:17:10:725 CN: new_year_set, uid:2s1900p17559920, accumulative success, id:2
2018-12-29 19:17:13:285 CN: new_year_set, uid:2s1900p17559920, accumulative success, id:5
2018-12-29 20:05:27:177 CN: new_year_set, uid:31s1898p14942040, accumulative success, id:2
2018-12-29 20:05:28:818 CN: new_year_set, uid:31s1898p14942040, accumulative success, id:5
