2018-12-29 12:47:15:753 CN: new_year_set, uid:19s1001p10421808, accumulative success, id:2
2018-12-29 12:47:17:852 CN: new_year_set, uid:19s1001p10421808, accumulative success, id:5
2018-12-29 13:30:48:602 CN: new_year_set, uid:14s1005p22423183, accumulative success, id:2
2018-12-29 13:35:21:516 CN: new_year_set, uid:5s1009p10523547, accumulative success, id:2
2018-12-29 13:35:23:799 CN: new_year_set, uid:5s1009p10523547, accumulative success, id:5
2018-12-29 13:40:46:893 CN: new_year_set, uid:14s1006p10468547, accumulative success, id:2
2018-12-29 13:41:49:103 CN: new_year_set, uid:24s1001p10429575, accumulative success, id:2
2018-12-29 13:41:55:440 CN: new_year_set, uid:24s1001p10429575, accumulative success, id:5
2018-12-29 13:44:38:893 CN: new_year_set, uid:3s1001p10425369, accumulative success, id:2
2018-12-29 13:48:16:813 CN: new_year_set, uid:14s1006p10468547, accumulative success, id:5
2018-12-29 14:12:43:823 CN: new_year_set, uid:14s1005p22423183, accumulative success, id:5
2018-12-29 14:31:43:085 CN: new_year_set, uid:14s1007p10477764, accumulative success, id:2
2018-12-29 14:31:45:903 CN: new_year_set, uid:14s1007p10477764, accumulative success, id:5
2018-12-29 14:55:38:382 CN: new_year_set, uid:3s1004p104881, accumulative success, id:2
2018-12-29 14:55:40:946 CN: new_year_set, uid:3s1004p104881, accumulative success, id:5
2018-12-29 15:22:40:779 CN: new_year_set, uid:80s1002p10438332, accumulative success, id:2
2018-12-29 15:36:08:170 CN: new_year_set, uid:80s1002p10438332, accumulative success, id:5
2018-12-29 16:43:37:320 CN: new_year_set, uid:18s1001p10429140, accumulative success, id:2
2018-12-29 16:43:40:336 CN: new_year_set, uid:18s1001p10429140, accumulative success, id:5
2018-12-29 17:09:08:617 CN: new_year_set, uid:3s1001p10425844, accumulative success, id:2
2018-12-29 17:13:29:196 CN: new_year_set, uid:81s1006p10466679, accumulative success, id:2
2018-12-29 17:13:32:641 CN: new_year_set, uid:81s1006p10466679, accumulative success, id:5
2018-12-29 17:45:14:604 CN: new_year_set, uid:5s1002p10439217, accumulative success, id:2
2018-12-29 17:45:17:004 CN: new_year_set, uid:5s1002p10439217, accumulative success, id:5
2018-12-29 18:15:48:730 CN: new_year_set, uid:3s1001p10425844, accumulative success, id:5
2018-12-29 18:35:48:279 CN: new_year_set, uid:78s1002p10438493, accumulative success, id:2
2018-12-29 18:35:49:917 CN: new_year_set, uid:78s1002p10438493, accumulative success, id:5
2018-12-29 20:18:06:769 CN: new_year_set, uid:42s1002p10410389, accumulative success, id:2
2018-12-29 20:18:09:910 CN: new_year_set, uid:42s1002p10410389, accumulative success, id:5
2018-12-29 20:30:06:096 CN: new_year_set, uid:3s1010p10517182, accumulative success, id:2
2018-12-29 20:35:18:597 CN: new_year_set, uid:3s1010p10517182, accumulative success, id:5
2018-12-29 20:44:11:741 CN: new_year_set, uid:3s1001p10422528, accumulative success, id:2
2018-12-29 20:53:47:714 CN: new_year_set, uid:19s1007p10480948, accumulative success, id:2
2018-12-29 21:14:50:245 CN: new_year_set, uid:18s1009p10505600, accumulative success, id:2
2018-12-29 22:01:51:161 CN: new_year_set, uid:10s1004p12585433, accumulative success, id:2
2018-12-29 22:01:52:625 CN: new_year_set, uid:10s1004p12585433, accumulative success, id:5
2018-12-29 22:32:16:406 CN: new_year_set, uid:4s1001p10418073, accumulative success, id:2
2018-12-29 22:50:17:098 CN: new_year_set, uid:19s1007p10480948, accumulative success, id:5
2018-12-29 22:55:13:535 CN: new_year_set, uid:2s1008p11358425, accumulative success, id:2
2018-12-29 22:55:25:766 CN: new_year_set, uid:2s1008p11358425, accumulative success, id:5
2018-12-29 23:02:22:707 CN: new_year_set, uid:3s1010p10510670, accumulative success, id:2
2018-12-29 23:02:28:009 CN: new_year_set, uid:3s1010p10510670, accumulative success, id:5
2018-12-29 23:26:55:407 CN: new_year_set, uid:16s1007p10483801, accumulative success, id:2
2018-12-29 23:26:58:556 CN: new_year_set, uid:16s1007p10483801, accumulative success, id:5
2018-12-29 23:43:17:646 CN: new_year_set, uid:6s1008p10488409, accumulative success, id:2
2018-12-29 23:43:43:994 CN: new_year_set, uid:6s1008p10488409, accumulative success, id:5
2018-12-30 00:31:53:180 CN: new_year_set, uid:93s1006p10467261, accumulative success, id:2
2018-12-30 00:49:23:191 CN: new_year_set, uid:2s1008p10490875, accumulative success, id:2
2018-12-30 00:49:24:224 CN: new_year_set, uid:2s1008p10490875, accumulative success, id:5
2018-12-30 01:08:28:134 CN: new_year_set, uid:9s1001p10418698, accumulative success, id:2
2018-12-30 06:07:49:531 CN: new_year_set, uid:3s1001p10425369, accumulative success, id:5
2018-12-30 08:25:31:787 CN: new_year_set, uid:18s1001p10429140, accumulative success, id:9
2018-12-30 09:05:20:894 CN: new_year_set, uid:18s1001p10427003, accumulative success, id:2
2018-12-30 09:07:23:128 CN: new_year_set, uid:3s1010p10503850, accumulative success, id:2
2018-12-30 09:07:24:460 CN: new_year_set, uid:3s1010p10503850, accumulative success, id:5
2018-12-30 09:21:02:447 CN: new_year_set, uid:3s1010p10503850, accumulative success, id:9
2018-12-30 09:29:21:012 CN: new_year_set, uid:14s1006p10468547, accumulative success, id:9
2018-12-30 09:40:34:000 CN: new_year_set, uid:3s1001p10425844, accumulative success, id:9
2018-12-30 10:11:28:364 CN: new_year_set, uid:78s1002p10438493, accumulative success, id:9
2018-12-30 10:17:13:966 CN: new_year_set, uid:5s1009p10523547, accumulative success, id:9
2018-12-30 10:32:18:300 CN: new_year_set, uid:81s1006p10466679, accumulative success, id:9
2018-12-30 10:34:52:708 CN: new_year_set, uid:24s1010p23996602, accumulative success, id:2
2018-12-30 10:34:59:151 CN: new_year_set, uid:24s1010p23996602, accumulative success, id:5
2018-12-30 10:44:13:872 CN: new_year_set, uid:4s1001p10418073, accumulative success, id:5
2018-12-30 10:53:14:532 CN: new_year_set, uid:14s1007p10477764, accumulative success, id:9
2018-12-30 10:53:25:561 CN: new_year_set, uid:24s1010p23996602, accumulative success, id:9
2018-12-30 10:55:38:838 CN: new_year_set, uid:3s1010p10504721, accumulative success, id:2
2018-12-30 10:55:49:211 CN: new_year_set, uid:3s1010p10504721, accumulative success, id:5
2018-12-30 11:15:05:410 CN: new_year_set, uid:80s1002p10438332, accumulative success, id:9
2018-12-30 11:16:40:597 CN: new_year_set, uid:4s1001p10418073, accumulative success, id:9
2018-12-30 11:19:42:134 CN: new_year_set, uid:3s1002p10430865, accumulative success, id:2
2018-12-30 11:23:57:858 CN: new_year_set, uid:6s1008p10488409, accumulative success, id:9
2018-12-30 11:38:48:703 CN: new_year_set, uid:3s1002p10430865, accumulative success, id:5
2018-12-30 12:28:45:064 CN: new_year_set, uid:18s1006p10469140, accumulative success, id:2
2018-12-30 12:28:49:250 CN: new_year_set, uid:18s1006p10469140, accumulative success, id:5
2018-12-30 12:52:54:012 CN: new_year_set, uid:18s1003p10445080, accumulative success, id:2
2018-12-30 12:52:58:616 CN: new_year_set, uid:18s1003p10445080, accumulative success, id:5
2018-12-30 13:11:26:424 CN: new_year_set, uid:9s1004p8854724, accumulative success, id:2
2018-12-30 13:14:45:491 CN: new_year_set, uid:18s1009p10505600, accumulative success, id:5
2018-12-30 13:16:24:513 CN: new_year_set, uid:59s1004p10109777, accumulative success, id:2
2018-12-30 13:16:26:758 CN: new_year_set, uid:59s1004p10109777, accumulative success, id:5
2018-12-30 13:43:41:687 CN: new_year_set, uid:59s1004p10109777, accumulative success, id:9
