2018-12-29 13:15:47:443 CN: new_year_set, uid:56s1605p15590017, accumulative success, id:2
2018-12-29 13:22:43:221 CN: new_year_set, uid:53s1601p15537629, accumulative success, id:2
2018-12-29 13:22:44:783 CN: new_year_set, uid:53s1601p15537629, accumulative success, id:5
2018-12-29 13:27:39:880 CN: new_year_set, uid:16s1605p15584941, accumulative success, id:2
2018-12-29 13:29:21:105 CN: new_year_set, uid:33s1609p15617786, accumulative success, id:2
2018-12-29 13:34:50:489 CN: new_year_set, uid:16s1605p15584941, accumulative success, id:5
2018-12-29 13:38:10:337 CN: new_year_set, uid:56s1605p20739002, accumulative success, id:2
2018-12-29 13:38:11:469 CN: new_year_set, uid:56s1605p20739002, accumulative success, id:5
2018-12-29 13:43:40:332 CN: new_year_set, uid:19s1605p15588088, accumulative success, id:2
2018-12-29 13:44:10:772 CN: new_year_set, uid:19s1605p15588088, accumulative success, id:5
2018-12-29 14:36:01:134 CN: new_year_set, uid:5s1610p15623274, accumulative success, id:2
2018-12-29 16:06:43:160 CN: new_year_set, uid:5s1610p15623274, accumulative success, id:5
2018-12-29 16:18:23:353 CN: new_year_set, uid:56s1609p19708442, accumulative success, id:2
2018-12-29 17:01:32:775 CN: new_year_set, uid:69s1609p15614456, accumulative success, id:2
2018-12-29 17:01:40:493 CN: new_year_set, uid:69s1609p15614456, accumulative success, id:5
2018-12-29 17:14:44:750 CN: new_year_set, uid:53s1609p15611827, accumulative success, id:2
2018-12-29 18:11:39:215 CN: new_year_set, uid:33s1609p15617786, accumulative success, id:5
2018-12-29 18:46:03:199 CN: new_year_set, uid:14s1608p15587391, accumulative success, id:2
2018-12-29 18:46:04:875 CN: new_year_set, uid:14s1608p15587391, accumulative success, id:5
2018-12-29 19:20:23:884 CN: new_year_set, uid:31s1601p15546493, accumulative success, id:2
2018-12-29 19:20:25:874 CN: new_year_set, uid:31s1601p15546493, accumulative success, id:5
2018-12-29 20:20:44:640 CN: new_year_set, uid:3s1609p21376425, accumulative success, id:2
2018-12-29 20:52:33:609 CN: new_year_set, uid:3s1602p15123420, accumulative success, id:2
2018-12-29 20:52:49:147 CN: new_year_set, uid:3s1602p15123420, accumulative success, id:5
2018-12-29 21:06:32:184 CN: new_year_set, uid:10s1601p6016631, accumulative success, id:2
2018-12-29 21:06:39:616 CN: new_year_set, uid:10s1601p6016631, accumulative success, id:5
2018-12-29 21:41:12:192 CN: new_year_set, uid:16s1608p14432938, accumulative success, id:2
