2018-12-29 12:01:45:164 CN: new_year_set, uid:16s127p1728865, accumulative success, id:2
2018-12-29 12:42:51:172 CN: new_year_set, uid:10s129p1738077, accumulative success, id:2
2018-12-29 12:42:55:990 CN: new_year_set, uid:10s129p1738077, accumulative success, id:5
2018-12-29 12:50:42:558 CN: new_year_set, uid:4s122p7743247, accumulative success, id:2
2018-12-29 12:53:31:699 CN: new_year_set, uid:3s121p7049476, accumulative success, id:2
2018-12-29 12:53:33:984 CN: new_year_set, uid:3s121p7049476, accumulative success, id:5
2018-12-29 12:55:44:573 CN: new_year_set, uid:18s129p1916945, accumulative success, id:2
2018-12-29 12:55:46:600 CN: new_year_set, uid:18s129p1916945, accumulative success, id:5
2018-12-29 12:56:42:069 CN: new_year_set, uid:4s126p15128161, accumulative success, id:5
2018-12-29 12:56:44:213 CN: new_year_set, uid:4s126p15128161, accumulative success, id:2
2018-12-29 12:58:29:208 CN: new_year_set, uid:18s123p1727851, accumulative success, id:2
2018-12-29 12:58:35:124 CN: new_year_set, uid:18s123p1727851, accumulative success, id:5
2018-12-29 13:00:59:993 CN: new_year_set, uid:4s122p7743247, accumulative success, id:5
2018-12-29 13:04:14:914 CN: new_year_set, uid:16s127p1728865, accumulative success, id:5
2018-12-29 13:51:21:600 CN: new_year_set, uid:6s128p1759593, accumulative success, id:2
2018-12-29 14:13:36:718 CN: new_year_set, uid:26s123p1698025, accumulative success, id:2
2018-12-29 14:13:39:340 CN: new_year_set, uid:26s123p1698025, accumulative success, id:5
2018-12-29 15:11:07:539 CN: new_year_set, uid:14s125p1709534, accumulative success, id:2
2018-12-29 15:11:13:373 CN: new_year_set, uid:14s125p1709534, accumulative success, id:5
2018-12-29 15:34:50:747 CN: new_year_set, uid:3s121p1653668, accumulative success, id:2
2018-12-29 15:35:07:383 CN: new_year_set, uid:3s121p1653668, accumulative success, id:5
2018-12-29 15:57:01:813 CN: new_year_set, uid:24s123p1679509, accumulative success, id:2
2018-12-29 15:57:04:911 CN: new_year_set, uid:24s123p1679509, accumulative success, id:5
2018-12-29 16:01:05:793 CN: new_year_set, uid:5s125p1708743, accumulative success, id:2
2018-12-29 16:01:20:759 CN: new_year_set, uid:16s122p3133723, accumulative success, id:2
2018-12-29 16:01:34:694 CN: new_year_set, uid:18s124p2608021, accumulative success, id:2
2018-12-29 16:01:36:478 CN: new_year_set, uid:18s124p2608021, accumulative success, id:5
2018-12-29 16:06:56:828 CN: new_year_set, uid:5s125p1708743, accumulative success, id:5
2018-12-29 16:12:18:039 CN: new_year_set, uid:5s123p2329230, accumulative success, id:2
2018-12-29 16:12:19:234 CN: new_year_set, uid:5s123p2329230, accumulative success, id:5
2018-12-29 17:41:34:350 CN: new_year_set, uid:31s123p1782759, accumulative success, id:2
2018-12-29 18:03:22:342 CN: new_year_set, uid:31s123p1782759, accumulative success, id:5
2018-12-29 18:16:10:004 CN: new_year_set, uid:19s126p4233038, accumulative success, id:2
2018-12-29 18:16:12:200 CN: new_year_set, uid:19s126p4233038, accumulative success, id:5
2018-12-29 18:29:04:398 CN: new_year_set, uid:4s124p4851869, accumulative success, id:2
2018-12-29 19:38:21:313 CN: new_year_set, uid:3s123p1682625, accumulative success, id:2
2018-12-29 20:59:36:326 CN: new_year_set, uid:19s123p2096762, accumulative success, id:2
2018-12-29 20:59:38:318 CN: new_year_set, uid:19s123p2096762, accumulative success, id:5
2018-12-29 20:59:47:773 CN: new_year_set, uid:6s122p713051, accumulative success, id:2
2018-12-29 20:59:49:581 CN: new_year_set, uid:6s122p713051, accumulative success, id:5
2018-12-29 21:02:25:181 CN: new_year_set, uid:18s122p4488020, accumulative success, id:2
2018-12-29 21:14:00:672 CN: new_year_set, uid:16s128p17324810, accumulative success, id:2
2018-12-29 21:27:35:023 CN: new_year_set, uid:4s127p1734366, accumulative success, id:2
2018-12-29 21:29:01:785 CN: new_year_set, uid:19s125p1714651, accumulative success, id:2
2018-12-29 21:29:06:985 CN: new_year_set, uid:19s125p1714651, accumulative success, id:5
2018-12-29 22:03:09:147 CN: new_year_set, uid:16s122p3133723, accumulative success, id:5
2018-12-29 22:24:25:448 CN: new_year_set, uid:4s127p3096083, accumulative success, id:2
2018-12-29 22:24:28:877 CN: new_year_set, uid:4s127p3096083, accumulative success, id:5
2018-12-29 22:27:08:383 CN: new_year_set, uid:4s130p18618003, accumulative success, id:2
2018-12-29 22:30:44:958 CN: new_year_set, uid:3s121p130237, accumulative success, id:5
2018-12-29 22:34:45:741 CN: new_year_set, uid:4s130p18618003, accumulative success, id:5
