2018-12-29 12:23:58:575 CN: new_year_set, uid:3s1p24780148, accumulative success, id:2
2018-12-29 12:24:01:722 CN: new_year_set, uid:3s1p24780148, accumulative success, id:5
2018-12-29 12:26:20:970 CN: new_year_set, uid:4s3p466424, accumulative success, id:2
2018-12-29 12:30:52:204 CN: new_year_set, uid:10s2p1161804, accumulative success, id:2
2018-12-29 12:37:59:059 CN: new_year_set, uid:4s1p25010323, accumulative success, id:2
2018-12-29 12:41:21:627 CN: new_year_set, uid:3s3p13837, accumulative success, id:2
2018-12-29 12:41:27:274 CN: new_year_set, uid:3s3p13837, accumulative success, id:5
2018-12-29 12:42:17:596 CN: new_year_set, uid:3s1p2380, accumulative success, id:2
2018-12-29 12:42:22:741 CN: new_year_set, uid:3s1p2380, accumulative success, id:5
2018-12-29 12:46:44:553 CN: new_year_set, uid:23s1p307981, accumulative success, id:2
2018-12-29 12:46:45:543 CN: new_year_set, uid:23s1p307981, accumulative success, id:5
2018-12-29 12:48:12:839 CN: new_year_set, uid:5s4p409289, accumulative success, id:2
2018-12-29 12:48:15:192 CN: new_year_set, uid:36s4p2221813, accumulative success, id:2
2018-12-29 12:48:20:810 CN: new_year_set, uid:36s4p2221813, accumulative success, id:5
2018-12-29 12:48:21:678 CN: new_year_set, uid:5s4p409289, accumulative success, id:5
2018-12-29 12:58:42:440 CN: new_year_set, uid:26s3p1036577, accumulative success, id:2
2018-12-29 13:13:06:922 CN: new_year_set, uid:4s3p466424, accumulative success, id:5
2018-12-29 13:17:26:176 CN: new_year_set, uid:26s1p141201, accumulative success, id:2
2018-12-29 13:17:27:770 CN: new_year_set, uid:26s1p141201, accumulative success, id:5
2018-12-29 13:20:21:052 CN: new_year_set, uid:2s1p24825421, accumulative success, id:2
2018-12-29 13:25:15:286 CN: new_year_set, uid:16s1p24758655, accumulative success, id:2
2018-12-29 13:26:52:004 CN: new_year_set, uid:2s1p24825421, accumulative success, id:5
2018-12-29 13:48:57:649 CN: new_year_set, uid:19s1p24844505, accumulative success, id:2
2018-12-29 13:53:09:417 CN: new_year_set, uid:5s1p24917763, accumulative success, id:2
2018-12-29 13:53:53:461 CN: new_year_set, uid:3s3p33648, accumulative success, id:2
2018-12-29 13:55:50:075 CN: new_year_set, uid:4s1p23114630, accumulative success, id:2
2018-12-29 13:56:08:273 CN: new_year_set, uid:3s3p33648, accumulative success, id:5
2018-12-29 14:08:14:146 CN: new_year_set, uid:3s3p205402, accumulative success, id:2
2018-12-29 14:08:16:197 CN: new_year_set, uid:3s3p205402, accumulative success, id:5
2018-12-29 14:17:12:565 CN: new_year_set, uid:16s5p117195, accumulative success, id:2
2018-12-29 14:21:35:773 CN: new_year_set, uid:16s5p117195, accumulative success, id:5
2018-12-29 14:33:22:290 CN: new_year_set, uid:5s5p1744478, accumulative success, id:2
2018-12-29 14:35:27:504 CN: new_year_set, uid:3s2p12148, accumulative success, id:2
2018-12-29 14:36:30:467 CN: new_year_set, uid:3s2p12148, accumulative success, id:5
2018-12-29 14:44:28:940 CN: new_year_set, uid:3s2p1156781, accumulative success, id:2
2018-12-29 14:44:32:116 CN: new_year_set, uid:3s2p1156781, accumulative success, id:5
2018-12-29 14:47:40:184 CN: new_year_set, uid:3s2p3055, accumulative success, id:5
2018-12-29 14:47:41:438 CN: new_year_set, uid:3s2p3055, accumulative success, id:2
2018-12-29 14:54:46:781 CN: new_year_set, uid:56s1p24888143, accumulative success, id:2
2018-12-29 14:54:50:043 CN: new_year_set, uid:56s1p24888143, accumulative success, id:5
2018-12-29 14:57:47:737 CN: new_year_set, uid:4s4p80014, accumulative success, id:2
2018-12-29 14:57:51:228 CN: new_year_set, uid:4s4p80014, accumulative success, id:5
2018-12-29 14:59:17:547 CN: new_year_set, uid:3s1p13627, accumulative success, id:2
2018-12-29 14:59:20:185 CN: new_year_set, uid:3s1p13627, accumulative success, id:5
2018-12-29 15:23:37:538 CN: new_year_set, uid:12s1p24780491, accumulative success, id:2
2018-12-29 15:25:11:652 CN: new_year_set, uid:3s1p24999502, accumulative success, id:2
2018-12-29 15:25:16:219 CN: new_year_set, uid:4s1p18678, accumulative success, id:2
2018-12-29 15:28:08:946 CN: new_year_set, uid:10s1p5582739, accumulative success, id:2
2018-12-29 15:42:46:786 CN: new_year_set, uid:4s1p18678, accumulative success, id:5
2018-12-29 15:53:57:461 CN: new_year_set, uid:14s1p24659910, accumulative success, id:2
2018-12-29 15:53:59:869 CN: new_year_set, uid:14s1p24659910, accumulative success, id:5
2018-12-29 16:12:01:477 CN: new_year_set, uid:16s1p24758655, accumulative success, id:5
2018-12-29 16:12:08:417 CN: new_year_set, uid:3s5p34830, accumulative success, id:2
2018-12-29 16:12:11:237 CN: new_year_set, uid:3s5p34830, accumulative success, id:5
2018-12-29 16:32:57:213 CN: new_year_set, uid:3s1p21692, accumulative success, id:2
2018-12-29 16:41:06:618 CN: new_year_set, uid:3s5p983884, accumulative success, id:2
2018-12-29 16:41:09:392 CN: new_year_set, uid:3s5p983884, accumulative success, id:5
