2018-12-29 12:38:14:513 CN: new_year_set, uid:16s1297p11753858, accumulative success, id:2
2018-12-29 12:38:16:487 CN: new_year_set, uid:16s1297p11753858, accumulative success, id:5
2018-12-29 12:45:20:399 CN: new_year_set, uid:24s1298p12952759, accumulative success, id:2
2018-12-29 12:45:27:337 CN: new_year_set, uid:24s1298p12952759, accumulative success, id:5
2018-12-29 12:46:48:622 CN: new_year_set, uid:31s1300p12924661, accumulative success, id:2
2018-12-29 12:48:23:247 CN: new_year_set, uid:19s1295p12905119, accumulative success, id:2
2018-12-29 12:48:34:477 CN: new_year_set, uid:19s1295p12905119, accumulative success, id:5
2018-12-29 12:49:15:622 CN: new_year_set, uid:31s1300p12924661, accumulative success, id:5
2018-12-29 12:53:21:955 CN: new_year_set, uid:56s1300p12874830, accumulative success, id:2
2018-12-29 12:53:26:774 CN: new_year_set, uid:56s1300p12874830, accumulative success, id:5
2018-12-29 13:39:57:414 CN: new_year_set, uid:3s1295p14446141, accumulative success, id:2
2018-12-29 14:20:03:532 CN: new_year_set, uid:3s1293p24642113, accumulative success, id:2
2018-12-29 14:20:05:958 CN: new_year_set, uid:3s1293p24642113, accumulative success, id:5
2018-12-29 14:56:44:684 CN: new_year_set, uid:24s1292p12940950, accumulative success, id:2
2018-12-29 14:56:46:420 CN: new_year_set, uid:24s1292p12940950, accumulative success, id:5
2018-12-29 15:38:11:910 CN: new_year_set, uid:24s1300p12934134, accumulative success, id:2
2018-12-29 15:38:15:173 CN: new_year_set, uid:24s1300p12934134, accumulative success, id:5
2018-12-29 16:38:25:667 CN: new_year_set, uid:59s1295p12903759, accumulative success, id:2
2018-12-29 16:38:29:031 CN: new_year_set, uid:59s1295p12903759, accumulative success, id:5
2018-12-29 16:38:58:301 CN: new_year_set, uid:19s1295p12905487, accumulative success, id:2
2018-12-29 16:39:00:750 CN: new_year_set, uid:19s1295p12905487, accumulative success, id:5
2018-12-29 18:49:18:123 CN: new_year_set, uid:56s1299p12936243, accumulative success, id:2
2018-12-29 18:49:30:274 CN: new_year_set, uid:56s1299p12936243, accumulative success, id:5
2018-12-29 18:59:22:403 CN: new_year_set, uid:5s1300p2456398, accumulative success, id:2
2018-12-29 18:59:27:543 CN: new_year_set, uid:5s1300p2456398, accumulative success, id:5
2018-12-29 19:38:51:931 CN: new_year_set, uid:56s1300p13100941, accumulative success, id:2
2018-12-29 19:38:53:566 CN: new_year_set, uid:56s1300p13100941, accumulative success, id:5
2018-12-29 19:58:26:731 CN: new_year_set, uid:4s1297p12978613, accumulative success, id:2
2018-12-29 20:20:23:370 CN: new_year_set, uid:56s1291p12829483, accumulative success, id:2
2018-12-29 20:20:29:345 CN: new_year_set, uid:56s1291p12829483, accumulative success, id:5
2018-12-29 20:37:05:571 CN: new_year_set, uid:19s1294p12436497, accumulative success, id:2
2018-12-29 20:37:09:023 CN: new_year_set, uid:19s1294p12436497, accumulative success, id:5
2018-12-29 20:59:18:502 CN: new_year_set, uid:19s1296p12917498, accumulative success, id:2
2018-12-29 22:13:56:888 CN: new_year_set, uid:18s1300p12930736, accumulative success, id:2
2018-12-29 22:20:22:987 CN: new_year_set, uid:18s1292p12879147, accumulative success, id:2
2018-12-29 22:30:05:467 CN: new_year_set, uid:18s1292p12879147, accumulative success, id:5
2018-12-29 23:51:33:923 CN: new_year_set, uid:56s1299p12930201, accumulative success, id:2
2018-12-29 23:52:09:514 CN: new_year_set, uid:56s1299p12930201, accumulative success, id:5
2018-12-30 00:26:10:290 CN: new_year_set, uid:56s1300p12936112, accumulative success, id:2
2018-12-30 00:26:11:899 CN: new_year_set, uid:56s1300p12936112, accumulative success, id:5
2018-12-30 09:26:22:985 CN: new_year_set, uid:31s1297p11442186, accumulative success, id:2
2018-12-30 09:35:06:379 CN: new_year_set, uid:31s1297p11442186, accumulative success, id:5
2018-12-30 09:46:45:971 CN: new_year_set, uid:10s1295p2620324, accumulative success, id:2
2018-12-30 10:04:00:067 CN: new_year_set, uid:56s1299p12936243, accumulative success, id:9
2018-12-30 10:12:24:716 CN: new_year_set, uid:31s1300p12924661, accumulative success, id:9
2018-12-30 10:26:09:812 CN: new_year_set, uid:18s1300p12930736, accumulative success, id:5
2018-12-30 10:51:18:619 CN: new_year_set, uid:19s1297p12914742, accumulative success, id:2
2018-12-30 10:51:23:118 CN: new_year_set, uid:19s1297p12914742, accumulative success, id:5
2018-12-30 11:01:44:306 CN: new_year_set, uid:6s1292p12880443, accumulative success, id:2
2018-12-30 11:01:56:811 CN: new_year_set, uid:6s1292p12880443, accumulative success, id:5
2018-12-30 11:22:22:796 CN: new_year_set, uid:19s1297p12914742, accumulative success, id:9
2018-12-30 11:28:24:405 CN: new_year_set, uid:5s1292p12912201, accumulative success, id:2
2018-12-30 11:28:37:552 CN: new_year_set, uid:5s1292p12912201, accumulative success, id:5
2018-12-30 11:38:12:306 CN: new_year_set, uid:56s1300p12936112, accumulative success, id:9
2018-12-30 11:47:25:270 CN: new_year_set, uid:19s1295p12905487, accumulative success, id:9
2018-12-30 11:49:49:174 CN: new_year_set, uid:24s1292p12940950, accumulative success, id:9
2018-12-30 12:02:18:883 CN: new_year_set, uid:3s1295p14446141, accumulative success, id:5
2018-12-30 12:05:25:274 CN: new_year_set, uid:56s1291p12829483, accumulative success, id:9
2018-12-30 12:23:24:233 CN: new_year_set, uid:16s1297p11753858, accumulative success, id:9
2018-12-30 12:31:40:225 CN: new_year_set, uid:4s1297p12978613, accumulative success, id:5
2018-12-30 12:42:38:545 CN: new_year_set, uid:3s1293p24642113, accumulative success, id:9
2018-12-30 12:54:28:053 CN: new_year_set, uid:56s1299p12930201, accumulative success, id:9
2018-12-30 15:16:48:650 CN: new_year_set, uid:19s1294p12436497, accumulative success, id:9
2018-12-30 15:41:58:343 CN: new_year_set, uid:59s1295p12903759, accumulative success, id:9
2018-12-30 15:57:11:859 CN: new_year_set, uid:19s1300p12933884, accumulative success, id:2
2018-12-30 15:57:56:878 CN: new_year_set, uid:19s1300p12933884, accumulative success, id:5
2018-12-30 16:12:30:954 CN: new_year_set, uid:19s1300p12933884, accumulative success, id:9
2018-12-30 18:34:51:068 CN: new_year_set, uid:56s1300p12874830, accumulative success, id:9
2018-12-30 18:37:19:580 CN: new_year_set, uid:24s1298p12952759, accumulative success, id:9
2018-12-30 19:06:49:896 CN: new_year_set, uid:56s1297p12913669, accumulative success, id:2
2018-12-30 19:06:52:926 CN: new_year_set, uid:56s1297p12913669, accumulative success, id:5
2018-12-30 19:12:54:217 CN: new_year_set, uid:16s1300p10989749, accumulative success, id:2
2018-12-30 19:12:56:398 CN: new_year_set, uid:16s1300p10989749, accumulative success, id:5
2018-12-30 19:29:53:161 CN: new_year_set, uid:24s1292p12940950, accumulative success, id:14
2018-12-30 19:35:53:400 CN: new_year_set, uid:33s1296p12908077, accumulative success, id:2
2018-12-30 19:36:10:243 CN: new_year_set, uid:33s1296p12908077, accumulative success, id:5
2018-12-30 20:23:28:990 CN: new_year_set, uid:10s1292p315599, accumulative success, id:5
2018-12-30 20:23:30:344 CN: new_year_set, uid:10s1292p315599, accumulative success, id:2
2018-12-30 21:54:59:934 CN: new_year_set, uid:56s1294p12970771, accumulative success, id:2
2018-12-30 21:55:00:889 CN: new_year_set, uid:56s1294p12970771, accumulative success, id:5
2018-12-30 22:02:22:395 CN: new_year_set, uid:4s1296p13506924, accumulative success, id:2
2018-12-30 22:02:25:524 CN: new_year_set, uid:4s1296p13506924, accumulative success, id:5
2018-12-30 22:47:01:945 CN: new_year_set, uid:59s1295p12903759, accumulative success, id:14
2018-12-30 22:50:53:363 CN: new_year_set, uid:18s1292p12879147, accumulative success, id:9
2018-12-30 22:56:56:024 CN: new_year_set, uid:5s1292p12877331, accumulative success, id:2
2018-12-30 23:34:04:788 CN: new_year_set, uid:24s1297p12915351, accumulative success, id:2
2018-12-30 23:34:11:911 CN: new_year_set, uid:24s1297p12915351, accumulative success, id:5
2018-12-30 23:35:02:096 CN: new_year_set, uid:6s1292p12880443, accumulative success, id:9
2018-12-30 23:38:07:303 CN: new_year_set, uid:24s1300p12934134, accumulative success, id:9
2018-12-31 00:08:09:996 CN: new_year_set, uid:2s1294p13965776, accumulative success, id:2
2018-12-31 00:08:12:626 CN: new_year_set, uid:2s1294p13965776, accumulative success, id:5
2018-12-31 06:53:35:785 CN: new_year_set, uid:3s1298p12974722, accumulative success, id:2
2018-12-31 06:53:40:293 CN: new_year_set, uid:3s1298p12974722, accumulative success, id:5
2018-12-31 07:26:16:618 CN: new_year_set, uid:16s1297p11753858, accumulative success, id:14
2018-12-31 07:36:36:425 CN: new_year_set, uid:24s1292p12940950, accumulative success, id:20
2018-12-31 07:42:57:856 CN: new_year_set, uid:56s1291p12829483, accumulative success, id:20
2018-12-31 08:19:41:887 CN: new_year_set, uid:56s1299p12936243, accumulative success, id:14
2018-12-31 08:39:57:754 CN: new_year_set, uid:3s1297p12895991, accumulative success, id:2
2018-12-31 08:40:05:187 CN: new_year_set, uid:3s1297p12895991, accumulative success, id:5
2018-12-31 08:41:05:914 CN: new_year_set, uid:56s1299p12936243, accumulative success, id:20
2018-12-31 09:20:59:274 CN: new_year_set, uid:56s1300p12936112, accumulative success, id:14
2018-12-31 09:21:01:618 CN: new_year_set, uid:56s1300p12936112, accumulative success, id:20
2018-12-31 10:22:30:107 CN: new_year_set, uid:5s1300p2456398, accumulative success, id:9
2018-12-31 10:22:31:092 CN: new_year_set, uid:5s1300p2456398, accumulative success, id:14
2018-12-31 10:22:32:192 CN: new_year_set, uid:5s1300p2456398, accumulative success, id:20
2018-12-31 11:19:46:687 CN: new_year_set, uid:3s1298p17990631, accumulative success, id:2
2018-12-31 11:19:52:655 CN: new_year_set, uid:3s1298p17990631, accumulative success, id:5
2018-12-31 11:19:55:326 CN: new_year_set, uid:3s1298p17990631, accumulative success, id:9
2018-12-31 11:27:22:312 CN: new_year_set, uid:18s1300p12930736, accumulative success, id:9
2018-12-31 12:13:22:203 CN: new_year_set, uid:56s1300p12936128, accumulative success, id:2
2018-12-31 12:13:25:708 CN: new_year_set, uid:56s1300p12936128, accumulative success, id:5
2018-12-31 12:13:27:904 CN: new_year_set, uid:56s1300p12936128, accumulative success, id:9
2018-12-31 12:48:15:720 CN: new_year_set, uid:19s1295p12905487, accumulative success, id:14
2018-12-31 12:53:31:750 CN: new_year_set, uid:31s1300p12924661, accumulative success, id:14
2018-12-31 13:22:44:327 CN: new_year_set, uid:56s1299p12930201, accumulative success, id:14
2018-12-31 13:31:31:522 CN: new_year_set, uid:56s1299p12930201, accumulative success, id:20
2018-12-31 13:38:35:224 CN: new_year_set, uid:56s1294p12970771, accumulative success, id:9
2018-12-31 14:06:17:364 CN: new_year_set, uid:19s1300p12933884, accumulative success, id:14
2018-12-31 14:37:46:412 CN: new_year_set, uid:3s1293p24642113, accumulative success, id:14
2018-12-31 15:36:39:409 CN: new_year_set, uid:19s1294p12436497, accumulative success, id:14
2018-12-31 16:03:30:352 CN: new_year_set, uid:6s1292p12880443, accumulative success, id:14
2018-12-31 16:50:10:020 CN: new_year_set, uid:2s1300p20980003, accumulative success, id:2
2018-12-31 17:18:06:112 CN: new_year_set, uid:19s1296p12917498, accumulative success, id:5
2018-12-31 17:18:14:173 CN: new_year_set, uid:19s1296p12917498, accumulative success, id:9
2018-12-31 17:58:59:181 CN: new_year_set, uid:4s1297p13052276, accumulative success, id:2
2018-12-31 17:59:01:151 CN: new_year_set, uid:4s1297p13052276, accumulative success, id:5
2018-12-31 18:02:14:352 CN: new_year_set, uid:24s1298p12952759, accumulative success, id:14
2018-12-31 19:57:21:866 CN: new_year_set, uid:16s1295p13139485, accumulative success, id:2
2018-12-31 19:57:29:162 CN: new_year_set, uid:16s1295p13139485, accumulative success, id:5
2018-12-31 20:22:07:027 CN: new_year_set, uid:59s1295p12903759, accumulative success, id:20
