2018-12-29 12:46:18:127 CN: new_year_set, uid:14s1501p14658685, accumulative success, id:2
2018-12-29 12:51:25:098 CN: new_year_set, uid:56s1501p24238039, accumulative success, id:2
2018-12-29 12:58:31:648 CN: new_year_set, uid:56s1507p14802491, accumulative success, id:2
2018-12-29 12:58:47:242 CN: new_year_set, uid:56s1507p14802491, accumulative success, id:5
2018-12-29 13:01:35:117 CN: new_year_set, uid:3s1501p14638949, accumulative success, id:2
2018-12-29 13:02:06:979 CN: new_year_set, uid:16s1502p14667283, accumulative success, id:2
2018-12-29 13:02:12:878 CN: new_year_set, uid:16s1502p14667283, accumulative success, id:5
2018-12-29 13:03:57:871 CN: new_year_set, uid:2s1506p14702454, accumulative success, id:2
2018-12-29 13:04:05:397 CN: new_year_set, uid:2s1506p14702454, accumulative success, id:5
2018-12-29 13:04:07:343 CN: new_year_set, uid:14s1502p14679008, accumulative success, id:2
2018-12-29 13:04:10:704 CN: new_year_set, uid:14s1502p14679008, accumulative success, id:5
2018-12-29 13:11:27:136 CN: new_year_set, uid:3s1501p14638949, accumulative success, id:5
2018-12-29 13:25:08:234 CN: new_year_set, uid:4s1505p15753257, accumulative success, id:2
2018-12-29 13:30:39:561 CN: new_year_set, uid:16s1507p14711948, accumulative success, id:2
2018-12-29 13:32:22:843 CN: new_year_set, uid:3s1510p14730283, accumulative success, id:2
2018-12-29 13:33:27:339 CN: new_year_set, uid:16s1507p14711948, accumulative success, id:5
2018-12-29 13:34:30:608 CN: new_year_set, uid:14s1508p14717667, accumulative success, id:2
2018-12-29 13:34:32:139 CN: new_year_set, uid:14s1508p14717667, accumulative success, id:5
2018-12-29 13:36:27:338 CN: new_year_set, uid:4s1505p15753257, accumulative success, id:5
2018-12-29 13:41:24:700 CN: new_year_set, uid:34s1508p14717079, accumulative success, id:2
2018-12-29 13:41:26:745 CN: new_year_set, uid:34s1508p14717079, accumulative success, id:5
2018-12-29 14:05:05:216 CN: new_year_set, uid:9s1510p11660552, accumulative success, id:2
2018-12-29 14:05:07:154 CN: new_year_set, uid:9s1510p11660552, accumulative success, id:5
2018-12-29 14:08:58:158 CN: new_year_set, uid:5s1507p14708898, accumulative success, id:2
2018-12-29 14:22:36:004 CN: new_year_set, uid:56s1501p24238039, accumulative success, id:5
2018-12-29 14:32:35:030 CN: new_year_set, uid:2s1506p14487185, accumulative success, id:2
2018-12-29 14:32:36:080 CN: new_year_set, uid:2s1506p14487185, accumulative success, id:5
2018-12-29 14:45:25:141 CN: new_year_set, uid:5s1507p14708898, accumulative success, id:5
2018-12-29 15:08:52:104 CN: new_year_set, uid:3s1509p14725217, accumulative success, id:2
2018-12-29 15:08:57:951 CN: new_year_set, uid:3s1509p14725217, accumulative success, id:5
2018-12-29 15:23:55:293 CN: new_year_set, uid:10s1510p14715968, accumulative success, id:2
2018-12-29 15:24:06:763 CN: new_year_set, uid:10s1510p14715968, accumulative success, id:5
2018-12-29 16:59:53:083 CN: new_year_set, uid:5s1505p9486804, accumulative success, id:5
2018-12-29 16:59:54:265 CN: new_year_set, uid:5s1505p9486804, accumulative success, id:2
2018-12-29 17:10:53:442 CN: new_year_set, uid:47s1501p4563079, accumulative success, id:2
2018-12-29 17:14:25:662 CN: new_year_set, uid:31s1507p14711119, accumulative success, id:2
2018-12-29 17:14:34:889 CN: new_year_set, uid:31s1507p14711119, accumulative success, id:5
2018-12-29 17:45:20:472 CN: new_year_set, uid:47s1501p4563079, accumulative success, id:5
2018-12-29 18:07:19:404 CN: new_year_set, uid:3s1506p12937026, accumulative success, id:2
2018-12-29 18:12:38:333 CN: new_year_set, uid:3s1506p12937026, accumulative success, id:5
2018-12-29 19:18:09:689 CN: new_year_set, uid:19s1508p14661053, accumulative success, id:2
2018-12-29 19:21:03:205 CN: new_year_set, uid:3s1506p16122580, accumulative success, id:2
2018-12-29 19:49:58:317 CN: new_year_set, uid:10s1507p14717765, accumulative success, id:2
2018-12-29 19:50:00:682 CN: new_year_set, uid:10s1507p14717765, accumulative success, id:5
2018-12-29 20:00:55:007 CN: new_year_set, uid:3s1507p14697221, accumulative success, id:2
2018-12-29 20:01:09:310 CN: new_year_set, uid:3s1507p14697221, accumulative success, id:5
2018-12-29 20:12:56:796 CN: new_year_set, uid:3s1506p16122580, accumulative success, id:5
2018-12-29 21:57:25:381 CN: new_year_set, uid:56s1506p14698366, accumulative success, id:2
2018-12-29 21:57:26:728 CN: new_year_set, uid:56s1506p14698366, accumulative success, id:5
2018-12-29 22:07:13:497 CN: new_year_set, uid:3s1502p14615633, accumulative success, id:2
2018-12-29 22:07:18:712 CN: new_year_set, uid:3s1502p14615633, accumulative success, id:5
2018-12-29 22:11:38:501 CN: new_year_set, uid:59s1508p14722727, accumulative success, id:2
2018-12-29 22:19:24:415 CN: new_year_set, uid:59s1508p14722727, accumulative success, id:5
2018-12-29 22:27:12:332 CN: new_year_set, uid:19s1508p14661053, accumulative success, id:5
2018-12-29 22:42:23:249 CN: new_year_set, uid:47s1508p14642788, accumulative success, id:2
2018-12-29 22:42:36:860 CN: new_year_set, uid:47s1508p14642788, accumulative success, id:5
2018-12-29 22:44:37:226 CN: new_year_set, uid:59s1509p13295188, accumulative success, id:2
2018-12-29 22:49:25:859 CN: new_year_set, uid:3s1508p14314472, accumulative success, id:2
2018-12-29 22:49:29:094 CN: new_year_set, uid:3s1508p14314472, accumulative success, id:5
2018-12-29 23:13:22:811 CN: new_year_set, uid:4s1502p14691100, accumulative success, id:5
2018-12-29 23:13:29:745 CN: new_year_set, uid:4s1502p14691100, accumulative success, id:2
2018-12-30 00:01:16:323 CN: new_year_set, uid:2s1509p4845854, accumulative success, id:2
2018-12-30 00:01:17:815 CN: new_year_set, uid:2s1509p4845854, accumulative success, id:5
2018-12-30 00:25:10:937 CN: new_year_set, uid:19s1506p22467324, accumulative success, id:2
2018-12-30 00:25:23:888 CN: new_year_set, uid:19s1506p22467324, accumulative success, id:5
2018-12-30 00:30:03:949 CN: new_year_set, uid:56s1510p14738101, accumulative success, id:2
2018-12-30 00:30:10:778 CN: new_year_set, uid:56s1510p14738101, accumulative success, id:5
2018-12-30 04:18:27:615 CN: new_year_set, uid:16s1502p14667283, accumulative success, id:9
2018-12-30 06:30:38:704 CN: new_year_set, uid:18s1504p14687766, accumulative success, id:2
2018-12-30 06:30:58:477 CN: new_year_set, uid:18s1504p14687766, accumulative success, id:5
2018-12-30 06:38:05:958 CN: new_year_set, uid:5s1510p17276919, accumulative success, id:2
2018-12-30 06:38:10:022 CN: new_year_set, uid:5s1510p17276919, accumulative success, id:5
2018-12-30 06:58:03:422 CN: new_year_set, uid:18s1504p14687766, accumulative success, id:9
2018-12-30 07:36:11:683 CN: new_year_set, uid:14s1502p14679008, accumulative success, id:9
2018-12-30 08:22:14:003 CN: new_year_set, uid:56s1501p24238039, accumulative success, id:9
2018-12-30 08:22:49:916 CN: new_year_set, uid:14s1501p14658685, accumulative success, id:5
2018-12-30 08:38:09:189 CN: new_year_set, uid:31s1507p14655145, accumulative success, id:2
2018-12-30 08:38:13:570 CN: new_year_set, uid:31s1507p14655145, accumulative success, id:5
2018-12-30 08:45:56:623 CN: new_year_set, uid:53s1510p14733695, accumulative success, id:2
2018-12-30 08:46:01:180 CN: new_year_set, uid:53s1510p14733695, accumulative success, id:5
