2018-12-29 14:29:19:277 CN: new_year_set, uid:16s2036p17876008, accumulative success, id:2
2018-12-29 19:28:09:678 CN: new_year_set, uid:56s2032p18341738, accumulative success, id:2
2018-12-29 19:28:13:102 CN: new_year_set, uid:56s2032p18341738, accumulative success, id:5
2018-12-29 19:59:45:022 CN: new_year_set, uid:31s2037p18438063, accumulative success, id:2
2018-12-29 20:13:52:784 CN: new_year_set, uid:31s2037p18438063, accumulative success, id:5
2018-12-29 20:34:19:671 CN: new_year_set, uid:14s2032p18402058, accumulative success, id:2
2018-12-29 20:55:55:559 CN: new_year_set, uid:14s2036p18419730, accumulative success, id:2
2018-12-29 20:55:58:850 CN: new_year_set, uid:14s2036p18419730, accumulative success, id:5
2018-12-29 21:17:32:102 CN: new_year_set, uid:4s2038p18440157, accumulative success, id:2
2018-12-29 21:19:29:642 CN: new_year_set, uid:4s2038p18440157, accumulative success, id:5
2018-12-29 22:01:20:261 CN: new_year_set, uid:3s2037p18437652, accumulative success, id:2
2018-12-29 22:01:24:101 CN: new_year_set, uid:3s2037p18437652, accumulative success, id:5
2018-12-29 23:39:55:631 CN: new_year_set, uid:3s2037p13473755, accumulative success, id:2
2018-12-29 23:43:41:064 CN: new_year_set, uid:3s2037p13473755, accumulative success, id:5
2018-12-30 04:54:13:828 CN: new_year_set, uid:12s2033p18858116, accumulative success, id:2
2018-12-30 06:06:41:111 CN: new_year_set, uid:18s2033p18403993, accumulative success, id:2
2018-12-30 06:14:33:212 CN: new_year_set, uid:18s2033p18403993, accumulative success, id:5
2018-12-30 07:40:36:564 CN: new_year_set, uid:16s2034p20958504, accumulative success, id:2
2018-12-30 07:40:41:106 CN: new_year_set, uid:16s2034p20958504, accumulative success, id:5
2018-12-30 07:55:22:373 CN: new_year_set, uid:16s2039p19443555, accumulative success, id:2
2018-12-30 07:56:21:892 CN: new_year_set, uid:16s2039p19443555, accumulative success, id:5
2018-12-30 08:22:53:608 CN: new_year_set, uid:31s2037p18438063, accumulative success, id:9
2018-12-30 08:57:26:033 CN: new_year_set, uid:3s2038p18445843, accumulative success, id:2
2018-12-30 08:57:30:220 CN: new_year_set, uid:3s2038p18445843, accumulative success, id:5
2018-12-30 09:35:00:297 CN: new_year_set, uid:4s2033p18406730, accumulative success, id:2
2018-12-30 10:05:46:436 CN: new_year_set, uid:14s2032p18402058, accumulative success, id:5
2018-12-30 11:02:03:239 CN: new_year_set, uid:4s2040p3434204, accumulative success, id:2
2018-12-30 11:02:06:226 CN: new_year_set, uid:4s2040p3434204, accumulative success, id:5
2018-12-30 11:11:47:059 CN: new_year_set, uid:14s2036p18419730, accumulative success, id:9
2018-12-30 11:51:35:529 CN: new_year_set, uid:4s2034p15283138, accumulative success, id:2
2018-12-30 11:51:37:672 CN: new_year_set, uid:4s2034p15283138, accumulative success, id:5
2018-12-30 11:54:26:906 CN: new_year_set, uid:18s2031p18441251, accumulative success, id:2
2018-12-30 12:04:40:729 CN: new_year_set, uid:5s2035p20853570, accumulative success, id:2
2018-12-30 12:09:45:110 CN: new_year_set, uid:4s2032p18397603, accumulative success, id:5
2018-12-30 12:09:46:421 CN: new_year_set, uid:4s2032p18397603, accumulative success, id:2
2018-12-30 12:10:57:354 CN: new_year_set, uid:12s2033p18858116, accumulative success, id:5
2018-12-30 12:17:00:051 CN: new_year_set, uid:5s2035p20853570, accumulative success, id:5
2018-12-30 12:22:56:262 CN: new_year_set, uid:12s2035p18447219, accumulative success, id:2
2018-12-30 12:23:01:009 CN: new_year_set, uid:12s2035p18447219, accumulative success, id:5
2018-12-30 12:39:16:880 CN: new_year_set, uid:18s2038p18441428, accumulative success, id:2
2018-12-30 12:41:40:300 CN: new_year_set, uid:5s2035p20853570, accumulative success, id:9
2018-12-30 13:06:00:995 CN: new_year_set, uid:3s2034p18416415, accumulative success, id:2
2018-12-30 13:06:06:278 CN: new_year_set, uid:3s2034p18416415, accumulative success, id:5
2018-12-30 13:14:19:058 CN: new_year_set, uid:5s2039p18445969, accumulative success, id:2
2018-12-30 13:21:09:486 CN: new_year_set, uid:18s2031p18441251, accumulative success, id:5
2018-12-30 13:22:27:950 CN: new_year_set, uid:4s2038p18440157, accumulative success, id:9
2018-12-30 13:27:58:126 CN: new_year_set, uid:5s2039p18445969, accumulative success, id:5
2018-12-30 13:43:26:511 CN: new_year_set, uid:6s2036p18161351, accumulative success, id:2
2018-12-30 14:12:40:590 CN: new_year_set, uid:56s2032p18341738, accumulative success, id:9
2018-12-30 16:35:50:912 CN: new_year_set, uid:22s2036p2928525, accumulative success, id:2
2018-12-30 17:22:17:193 CN: new_year_set, uid:78s2040p19521023, accumulative success, id:2
2018-12-30 17:22:18:346 CN: new_year_set, uid:78s2040p19521023, accumulative success, id:5
2018-12-30 18:03:47:186 CN: new_year_set, uid:78s2040p19521023, accumulative success, id:9
2018-12-30 18:43:41:132 CN: new_year_set, uid:56s2034p18415708, accumulative success, id:5
2018-12-30 18:43:42:578 CN: new_year_set, uid:56s2034p18415708, accumulative success, id:2
2018-12-30 18:52:01:570 CN: new_year_set, uid:16s2034p20958504, accumulative success, id:9
2018-12-30 20:39:50:678 CN: new_year_set, uid:6s2036p18161351, accumulative success, id:5
2018-12-30 20:55:27:682 CN: new_year_set, uid:4s2036p21109267, accumulative success, id:2
2018-12-30 20:58:54:063 CN: new_year_set, uid:4s2036p21109267, accumulative success, id:5
2018-12-30 21:15:38:516 CN: new_year_set, uid:16s2033p18406046, accumulative success, id:2
2018-12-30 21:33:49:388 CN: new_year_set, uid:4s2036p21109267, accumulative success, id:9
2018-12-30 22:43:48:284 CN: new_year_set, uid:16s2036p17876008, accumulative success, id:5
2018-12-30 23:12:49:169 CN: new_year_set, uid:56s2034p18415708, accumulative success, id:9
2018-12-30 23:59:51:347 CN: new_year_set, uid:4s2038p18440157, accumulative success, id:14
2018-12-31 00:15:39:515 CN: new_year_set, uid:56s2032p18341738, accumulative success, id:14
2018-12-31 07:19:32:538 CN: new_year_set, uid:18s2033p18403993, accumulative success, id:9
2018-12-31 08:41:47:086 CN: new_year_set, uid:6s2036p18161351, accumulative success, id:9
2018-12-31 08:53:39:588 CN: new_year_set, uid:56s2039p18451390, accumulative success, id:2
2018-12-31 08:53:41:386 CN: new_year_set, uid:56s2039p18451390, accumulative success, id:5
2018-12-31 09:16:22:792 CN: new_year_set, uid:31s2037p18438063, accumulative success, id:14
2018-12-31 11:08:26:837 CN: new_year_set, uid:59s2034p19442008, accumulative success, id:2
2018-12-31 11:08:30:822 CN: new_year_set, uid:59s2034p19442008, accumulative success, id:5
2018-12-31 11:09:04:789 CN: new_year_set, uid:19s2033p18406201, accumulative success, id:2
2018-12-31 11:09:07:589 CN: new_year_set, uid:19s2033p18406201, accumulative success, id:5
2018-12-31 11:30:40:512 CN: new_year_set, uid:59s2034p19442008, accumulative success, id:9
2018-12-31 11:33:25:861 CN: new_year_set, uid:16s2034p20958504, accumulative success, id:14
2018-12-31 11:47:09:285 CN: new_year_set, uid:3s2033p18672887, accumulative success, id:2
2018-12-31 11:48:32:443 CN: new_year_set, uid:14s2036p18419730, accumulative success, id:14
2018-12-31 12:42:48:792 CN: new_year_set, uid:3s2031p18391142, accumulative success, id:2
2018-12-31 14:03:02:512 CN: new_year_set, uid:56s2032p18341738, accumulative success, id:20
2018-12-31 15:15:44:347 CN: new_year_set, uid:3s2034p18416415, accumulative success, id:9
2018-12-31 15:23:43:749 CN: new_year_set, uid:3s2034p18416415, accumulative success, id:14
2018-12-31 17:22:22:517 CN: new_year_set, uid:16s2038p18443155, accumulative success, id:2
2018-12-31 17:57:45:861 CN: new_year_set, uid:4s2033p18406730, accumulative success, id:5
2018-12-31 18:00:07:469 CN: new_year_set, uid:3s2040p18456244, accumulative success, id:2
2018-12-31 18:00:12:101 CN: new_year_set, uid:3s2040p18456244, accumulative success, id:5
2018-12-31 18:06:19:073 CN: new_year_set, uid:4s2038p18440157, accumulative success, id:20
2018-12-31 18:52:17:282 CN: new_year_set, uid:19s2040p24976941, accumulative success, id:2
2018-12-31 19:04:20:335 CN: new_year_set, uid:78s2031p18391132, accumulative success, id:2
2018-12-31 19:04:21:644 CN: new_year_set, uid:78s2031p18391132, accumulative success, id:5
2018-12-31 19:12:58:717 CN: new_year_set, uid:3s2037p13473755, accumulative success, id:9
2018-12-31 20:15:35:285 CN: new_year_set, uid:78s2040p19521023, accumulative success, id:14
2018-12-31 22:30:59:972 CN: new_year_set, uid:16s2033p18406046, accumulative success, id:5
2018-12-31 22:52:28:376 CN: new_year_set, uid:22s2036p2928525, accumulative success, id:5
2018-12-31 22:53:15:925 CN: new_year_set, uid:80s2036p18426768, accumulative success, id:2
2018-12-31 23:57:17:169 CN: new_year_set, uid:56s2034p18415708, accumulative success, id:14
2019-01-01 06:54:57:943 CN: new_year_set, uid:3s2037p13473755, accumulative success, id:14
2019-01-01 07:56:52:272 CN: new_year_set, uid:16s2033p18406046, accumulative success, id:9
2019-01-01 07:58:32:894 CN: new_year_set, uid:12s2033p18858116, accumulative success, id:9
2019-01-01 08:01:42:651 CN: new_year_set, uid:3s2038p18445843, accumulative success, id:9
2019-01-01 08:15:46:424 CN: new_year_set, uid:6s2036p18161351, accumulative success, id:14
2019-01-01 08:23:37:512 CN: new_year_set, uid:3s2038p18445843, accumulative success, id:14
2019-01-01 08:49:04:611 CN: new_year_set, uid:14s2036p18419730, accumulative success, id:20
2019-01-01 09:05:36:896 CN: new_year_set, uid:12s2032p13397573, accumulative success, id:2
2019-01-01 09:13:59:596 CN: new_year_set, uid:12s2032p13397573, accumulative success, id:5
2019-01-01 09:24:55:217 CN: new_year_set, uid:12s2033p18858116, accumulative success, id:14
2019-01-01 09:27:26:158 CN: new_year_set, uid:3s2038p18445843, accumulative success, id:20
2019-01-01 09:28:38:184 CN: new_year_set, uid:78s2040p19521023, accumulative success, id:20
2019-01-01 09:29:08:725 CN: new_year_set, uid:3s2039p18453025, accumulative success, id:2
2019-01-01 09:29:50:527 CN: new_year_set, uid:3s2039p18453025, accumulative success, id:5
2019-01-01 10:04:59:152 CN: new_year_set, uid:3s2037p18437652, accumulative success, id:9
2019-01-01 10:06:08:103 CN: new_year_set, uid:5s2038p18444334, accumulative success, id:5
2019-01-01 10:06:09:462 CN: new_year_set, uid:5s2038p18444334, accumulative success, id:2
2019-01-01 10:06:29:441 CN: new_year_set, uid:56s2039p18451390, accumulative success, id:9
2019-01-01 10:15:51:769 CN: new_year_set, uid:16s2034p20958504, accumulative success, id:20
2019-01-01 10:19:40:990 CN: new_year_set, uid:18s2038p18441428, accumulative success, id:5
2019-01-01 11:30:37:901 CN: new_year_set, uid:16s2038p18443155, accumulative success, id:5
2019-01-01 11:44:44:423 CN: new_year_set, uid:4s2036p21109267, accumulative success, id:14
2019-01-01 11:47:47:481 CN: new_year_set, uid:3s2037p13473755, accumulative success, id:20
2019-01-01 11:57:52:615 CN: new_year_set, uid:3s2037p18437652, accumulative success, id:14
2019-01-01 12:13:03:436 CN: new_year_set, uid:4s2036p21109267, accumulative success, id:20
2019-01-01 12:30:17:330 CN: new_year_set, uid:18s2031p18441251, accumulative success, id:9
2019-01-01 12:43:02:748 CN: new_year_set, uid:80s2036p18426768, accumulative success, id:5
2019-01-01 12:43:05:915 CN: new_year_set, uid:80s2036p18426768, accumulative success, id:9
2019-01-01 12:48:12:131 CN: new_year_set, uid:3s2033p18672887, accumulative success, id:5
2019-01-01 12:50:49:652 CN: new_year_set, uid:18s2033p18403993, accumulative success, id:14
2019-01-01 13:07:34:568 CN: new_year_set, uid:3s2037p18437652, accumulative success, id:20
2019-01-01 13:52:50:703 CN: new_year_set, uid:31s2037p18438063, accumulative success, id:20
2019-01-01 14:00:40:878 CN: new_year_set, uid:6s2032p4334366, accumulative success, id:2
