2018-12-29 13:38:54:547 CN: new_year_set, uid:16s1231p12305009, accumulative success, id:2
2018-12-29 13:38:59:015 CN: new_year_set, uid:16s1231p12305009, accumulative success, id:5
2018-12-29 13:51:14:903 CN: new_year_set, uid:18s1231p14261888, accumulative success, id:2
2018-12-29 14:03:53:312 CN: new_year_set, uid:18s1231p14261888, accumulative success, id:5
2018-12-29 14:25:09:794 CN: new_year_set, uid:14s1238p12364334, accumulative success, id:2
2018-12-29 14:34:27:603 CN: new_year_set, uid:16s1231p12309382, accumulative success, id:2
2018-12-29 14:40:19:961 CN: new_year_set, uid:14s1238p12364334, accumulative success, id:5
2018-12-29 17:43:20:344 CN: new_year_set, uid:14s1239p6384971, accumulative success, id:2
2018-12-29 17:43:22:044 CN: new_year_set, uid:14s1239p6384971, accumulative success, id:5
2018-12-29 20:18:45:809 CN: new_year_set, uid:12s1239p12378638, accumulative success, id:2
2018-12-29 20:18:47:603 CN: new_year_set, uid:12s1239p12378638, accumulative success, id:5
2018-12-29 21:24:57:431 CN: new_year_set, uid:56s1234p12326856, accumulative success, id:2
2018-12-29 21:25:06:570 CN: new_year_set, uid:56s1234p12326856, accumulative success, id:5
2018-12-29 22:03:13:644 CN: new_year_set, uid:56s1240p12381034, accumulative success, id:2
2018-12-29 22:03:18:267 CN: new_year_set, uid:56s1240p12381034, accumulative success, id:5
2018-12-29 22:08:08:904 CN: new_year_set, uid:93s1239p12375611, accumulative success, id:2
2018-12-29 22:38:25:326 CN: new_year_set, uid:14s1234p12808077, accumulative success, id:2
2018-12-29 22:38:28:192 CN: new_year_set, uid:14s1234p12808077, accumulative success, id:5
2018-12-29 22:44:20:682 CN: new_year_set, uid:19s1237p12358382, accumulative success, id:2
2018-12-29 22:44:35:939 CN: new_year_set, uid:19s1237p12358382, accumulative success, id:5
2018-12-29 23:06:40:839 CN: new_year_set, uid:2s1240p12378612, accumulative success, id:2
2018-12-29 23:09:46:726 CN: new_year_set, uid:2s1240p12378612, accumulative success, id:5
2018-12-30 01:34:30:529 CN: new_year_set, uid:93s1239p12375611, accumulative success, id:5
2018-12-30 06:40:01:242 CN: new_year_set, uid:14s1234p12330451, accumulative success, id:2
2018-12-30 06:40:03:025 CN: new_year_set, uid:14s1234p12330451, accumulative success, id:5
2018-12-30 07:39:52:910 CN: new_year_set, uid:19s1240p9369846, accumulative success, id:2
2018-12-30 07:39:55:458 CN: new_year_set, uid:19s1240p9369846, accumulative success, id:5
2018-12-30 08:36:39:812 CN: new_year_set, uid:19s1240p9369846, accumulative success, id:9
2018-12-30 09:03:42:572 CN: new_year_set, uid:56s1232p13484107, accumulative success, id:2
2018-12-30 09:03:44:058 CN: new_year_set, uid:56s1232p13484107, accumulative success, id:5
2018-12-30 09:10:59:902 CN: new_year_set, uid:31s1235p12331544, accumulative success, id:2
2018-12-30 09:11:01:241 CN: new_year_set, uid:31s1235p12331544, accumulative success, id:5
2018-12-30 09:24:43:720 CN: new_year_set, uid:56s1232p13484107, accumulative success, id:9
2018-12-30 09:24:51:933 CN: new_year_set, uid:2s1240p12378612, accumulative success, id:9
2018-12-30 09:33:10:879 CN: new_year_set, uid:19s1238p12363503, accumulative success, id:2
2018-12-30 09:33:12:361 CN: new_year_set, uid:19s1238p12363503, accumulative success, id:5
2018-12-30 10:27:21:793 CN: new_year_set, uid:59s1232p12313078, accumulative success, id:2
2018-12-30 10:27:23:223 CN: new_year_set, uid:59s1232p12313078, accumulative success, id:5
2018-12-30 10:56:50:743 CN: new_year_set, uid:16s1231p12309382, accumulative success, id:5
2018-12-30 11:32:52:901 CN: new_year_set, uid:14s1239p6384971, accumulative success, id:9
2018-12-30 11:34:57:565 CN: new_year_set, uid:18s1240p21708221, accumulative success, id:2
2018-12-30 11:35:00:885 CN: new_year_set, uid:18s1240p21708221, accumulative success, id:5
2018-12-30 12:08:48:413 CN: new_year_set, uid:80s1232p12585240, accumulative success, id:2
2018-12-30 12:27:27:862 CN: new_year_set, uid:59s1232p12313078, accumulative success, id:9
2018-12-30 12:34:18:600 CN: new_year_set, uid:18s1232p8195503, accumulative success, id:2
