2018-12-29 12:37:55:143 CN: new_year_set, uid:3s1762p16744955, accumulative success, id:2
2018-12-29 12:49:16:119 CN: new_year_set, uid:3s1763p8071233, accumulative success, id:2
2018-12-29 12:49:17:680 CN: new_year_set, uid:3s1763p8071233, accumulative success, id:5
2018-12-29 12:59:07:858 CN: new_year_set, uid:14s1766p16668735, accumulative success, id:2
2018-12-29 12:59:09:646 CN: new_year_set, uid:14s1766p16668735, accumulative success, id:5
2018-12-29 13:26:32:133 CN: new_year_set, uid:14s1763p16753890, accumulative success, id:2
2018-12-29 13:26:36:013 CN: new_year_set, uid:14s1763p16753890, accumulative success, id:5
2018-12-29 14:24:00:777 CN: new_year_set, uid:5s1767p16782061, accumulative success, id:2
2018-12-29 14:34:28:983 CN: new_year_set, uid:47s1767p6482104, accumulative success, id:2
2018-12-29 14:34:30:800 CN: new_year_set, uid:47s1767p6482104, accumulative success, id:5
2018-12-29 18:04:44:497 CN: new_year_set, uid:53s1767p16751960, accumulative success, id:2
2018-12-29 18:04:46:184 CN: new_year_set, uid:53s1767p16751960, accumulative success, id:5
2018-12-29 19:25:11:251 CN: new_year_set, uid:24s1769p16790431, accumulative success, id:2
2018-12-29 19:25:17:571 CN: new_year_set, uid:24s1769p16790431, accumulative success, id:5
2018-12-29 20:06:11:337 CN: new_year_set, uid:16s1763p16754179, accumulative success, id:2
2018-12-29 20:07:41:546 CN: new_year_set, uid:36s1764p16759789, accumulative success, id:2
2018-12-29 20:07:44:706 CN: new_year_set, uid:36s1764p16759789, accumulative success, id:5
2018-12-29 20:11:28:630 CN: new_year_set, uid:16s1763p16754179, accumulative success, id:5
2018-12-29 20:12:23:556 CN: new_year_set, uid:3s1767p16777420, accumulative success, id:2
2018-12-29 20:12:27:387 CN: new_year_set, uid:3s1767p16777420, accumulative success, id:5
2018-12-29 20:33:15:827 CN: new_year_set, uid:16s1764p16761541, accumulative success, id:2
2018-12-29 20:33:17:187 CN: new_year_set, uid:16s1764p16761541, accumulative success, id:5
2018-12-29 20:38:09:060 CN: new_year_set, uid:5s1769p16790060, accumulative success, id:2
2018-12-29 20:56:57:390 CN: new_year_set, uid:5s1769p16790060, accumulative success, id:5
2018-12-29 21:00:32:671 CN: new_year_set, uid:16s1768p16785277, accumulative success, id:2
2018-12-29 21:10:46:844 CN: new_year_set, uid:5s1767p16782061, accumulative success, id:5
2018-12-29 21:50:39:692 CN: new_year_set, uid:5s1768p16786680, accumulative success, id:2
2018-12-29 23:20:26:671 CN: new_year_set, uid:5s1768p13028160, accumulative success, id:2
2018-12-29 23:20:33:025 CN: new_year_set, uid:5s1768p13028160, accumulative success, id:5
2018-12-30 06:03:57:978 CN: new_year_set, uid:3s1766p16425755, accumulative success, id:2
2018-12-30 06:03:59:503 CN: new_year_set, uid:3s1766p16425755, accumulative success, id:5
2018-12-30 09:27:35:725 CN: new_year_set, uid:5s1768p16786680, accumulative success, id:5
2018-12-30 10:02:07:967 CN: new_year_set, uid:16s1768p16785277, accumulative success, id:5
2018-12-30 10:04:58:115 CN: new_year_set, uid:16s1762p16745295, accumulative success, id:2
2018-12-30 10:05:06:538 CN: new_year_set, uid:16s1762p16745295, accumulative success, id:5
